FRAME,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID
11,2,18820,18917
12,2,18917,19000
13,2,19000,19079
14,2,19079,19174
15,2,19174,19243
16,2,19243,19339
17,2,19339,19485
18,2,19485,19527
19,2,19527,19644
20,2,19644,19746
21,2,19746,19827
22,2,19827,19928
23,2,19928,20038
24,2,20038,20139
25,2,20139,20235
26,2,20235,20336
27,2,20336,20443
28,2,20443,20555
29,2,20555,20669
0,3,17428,17485
1,3,17485,17762
2,3,17762,17909
3,3,17909,18026
4,3,18026,18209
5,3,18209,18314
6,3,18314,18424
7,3,18424,18506
8,3,18506,18603
9,3,18603,18718
10,3,18718,18795
11,3,18795,18891
0,4,17449,17544
1,4,17544,17774
2,4,17774,17914
3,4,17914,18044
4,4,18044,18221
5,4,18221,18322
6,4,18322,18429
6,4,18322,25840
7,4,18429,18523
7,4,25840,18528
8,4,18523,18611
8,4,18528,18615
9,4,18611,18724
9,4,18615,18725
10,4,18724,18802
10,4,18725,26589
11,4,18802,26720
11,4,26589,26725
12,4,26725,26861
12,4,26720,26863
13,4,26861,27114
13,4,26863,27116
14,4,27114,29798
14,4,27116,29806
15,4,29798,27354
15,4,29806,27356
16,4,27356,19322
16,4,27354,27466
17,4,19322,27733
17,4,27466,27740
18,4,27733,19516
18,4,27740,27808
19,4,19516,19634
19,4,27808,27896
20,4,19634,19738
20,4,27896,27971
21,4,19738,19818
21,4,27971,28060
22,4,19818,19920
22,4,28060,28120
23,4,19920,20024
23,4,28120,28171
24,4,20024,20125
24,4,28171,28216
25,4,20125,20228
25,4,28216,28289
26,4,20228,20326
26,4,28289,28358
27,4,20326,20421
27,4,28358,20423
28,4,20423,20539
28,4,20421,20541
29,4,20539,20655
29,4,20541,20656
30,4,20655,20771
30,4,20656,20776
31,4,20776,20864
31,4,20771,28525
32,4,20864,20967
32,4,28525,28710
33,4,20967,21058
33,4,28710,28798
34,4,21058,21154
34,4,28798,28949
35,4,28949,29036
35,4,21154,29040
36,4,29040,21343
36,4,29036,29131
37,4,21343,21421
37,4,29131,29184
38,4,21421,21490
39,4,21490,21576
40,4,21576,21640
41,4,21640,21706
42,4,21706,21788
43,4,21788,21860
44,4,21860,21939
45,4,21939,22007
46,4,22007,22081
47,4,22081,22149
48,4,22149,22206
49,4,22206,22263
50,4,22263,22332
51,4,22332,22400
52,4,22400,22488
0,5,17434,17501
1,5,17501,17766
2,5,17766,17910
3,5,17910,18029
4,5,18029,18212
5,5,18212,18318
6,5,18318,18425
7,5,18425,18511
8,5,18511,18605
9,5,18605,18719
10,5,18719,18798
11,5,18798,18895
12,5,18895,18985
13,5,18985,19057
14,5,19057,19152
15,5,19152,19231
16,5,19231,19308
17,5,19308,19467
18,5,19467,19512
19,5,19512,19625
20,5,19625,19732
21,5,19732,19813
22,5,19813,19912
23,5,19912,20017
24,5,20017,20117
25,5,20117,20221
26,5,20221,20320
27,5,20320,20415
28,5,20415,20535
29,5,20535,20653
30,5,20653,20764
31,5,20764,20860
32,5,20860,20964
33,5,20964,21053
34,5,21053,21147
35,5,21147,21239
36,5,21239,21338
37,5,21338,21416
38,5,21416,21485
39,5,21485,21572
40,5,21572,21638
41,5,21638,21703
42,5,21703,21784
43,5,21784,21858
44,5,21858,21929
45,5,21929,22005
46,5,22005,22079
47,5,22079,22143
48,5,22143,22202
49,5,22202,22261
50,5,22261,22327
51,5,22327,22396
52,5,22396,22483
0,6,22780,17618
1,6,17618,17780
2,6,17780,17924
3,6,17924,18075
4,6,18075,18247
5,6,18247,25580
6,6,25580,25823
7,6,25823,18544
8,6,18544,26138
9,6,26138,32003
10,6,32003,26584
11,6,26584,32051
12,6,32051,18998
13,6,18998,27096
14,6,27096,27227
15,6,27227,19244
16,6,19244,19337
17,6,19337,19486
18,6,19486,19529
19,6,19529,19646
20,6,19646,19754
21,6,19754,28052
22,6,28052,19935
23,6,19935,20048
24,6,20048,20154
25,6,20154,20244
26,6,20244,20346
27,6,20346,20455
28,6,20455,20559
29,6,20559,20677
30,6,20677,20799
31,6,20799,20880
0,7,17469,17574
1,7,17574,17778
2,7,17778,17918
3,7,17918,18052
4,7,18052,18224
5,7,18224,18324
6,7,18324,18430
7,7,18430,18532
8,7,18532,18617
9,7,18617,18728
10,7,18728,18809
11,7,18809,18906
12,7,18906,18992
13,7,18992,19071
14,7,19071,19162
15,7,19162,19235
15,7,19162,27359
16,7,19235,19327
16,7,27359,19331
17,7,19327,19472
17,7,19331,19475
18,7,19472,19518
18,7,19475,19520
19,7,19518,19636
19,7,19520,19637
20,7,19636,19741
20,7,19637,19743
21,7,19741,19821
21,7,19743,19824
22,7,19821,19923
22,7,19824,19925
23,7,19923,20028
23,7,19925,20031
24,7,20028,20128
24,7,20031,20132
25,7,20128,20231
25,7,20132,20234
26,7,20231,20329
26,7,20234,20333
27,7,20333,20430
27,7,20329,20434
28,7,20430,20548
28,7,20434,20551
29,7,20551,20660
29,7,20548,20663
30,7,20660,20782
30,7,20663,20788
31,7,20782,20871
31,7,20788,20874
32,7,20871,20972
32,7,20874,20976
33,7,20972,21060
33,7,20976,21065
34,7,21060,21155
34,7,21065,21156
35,7,21155,21252
35,7,21156,21254
36,7,21252,21350
36,7,21254,21354
37,7,21350,21423
37,7,21354,21425
38,7,21423,21495
38,7,21425,21497
39,7,21495,21578
39,7,21497,21581
40,7,21578,21642
40,7,21581,21644
41,7,21642,21711
41,7,21644,21713
42,7,21711,21790
42,7,21713,21794
43,7,21790,21861
43,7,21794,21862
44,7,21861,21942
44,7,21862,21945
45,7,21942,22009
45,7,21945,22011
46,7,22009,22082
46,7,22011,22084
47,7,22082,22152
47,7,22084,22156
48,7,22152,22208
48,7,22156,22210
49,7,22208,22264
49,7,22210,22266
50,7,22264,22335
50,7,22266,22342
51,7,22335,22402
51,7,22342,22403
52,7,22402,22489
52,7,22403,22490
0,8,17422,17454
1,8,17454,17752
2,8,17752,17906
3,8,17906,18014
3,8,17906,18022
4,8,18014,18195
4,8,18022,18205
5,8,18195,18310
5,8,18205,18316
6,8,18310,18423
6,8,18316,18426
7,8,18423,18502
7,8,18426,18516
8,8,18502,18599
8,8,18516,18607
9,8,18599,18716
9,8,18607,18717
10,8,18716,18790
10,8,18717,18792
11,8,18790,18889
11,8,18792,18893
12,8,18889,18982
12,8,18893,18984
13,8,18982,19053
13,8,18984,19059
14,8,19053,19148
14,8,19059,19155
15,8,19148,19230
15,8,19155,19232
16,8,19230,19295
16,8,19232,19303
17,8,19295,19462
17,8,19303,19465
18,8,19462,19508
18,8,19465,19510
19,8,19508,19618
19,8,19510,19620
20,8,19618,19728
20,8,19620,19730
21,8,19728,19807
21,8,19730,19811
22,8,19807,19908
22,8,19811,19910
23,8,19908,20016
23,8,19910,20019
24,8,20016,20112
24,8,20019,20115
25,8,20112,20215
25,8,20115,20218
26,8,20215,20317
26,8,20218,20318
27,8,20317,20410
27,8,20318,20412
28,8,20410,20529
28,8,20412,20532
29,8,20529,20648
29,8,20532,20651
30,8,20648,20754
30,8,20651,20759
31,8,20754,20855
31,8,20759,20858
32,8,20855,20959
32,8,20858,20962
33,8,20959,21048
33,8,20962,21050
34,8,21048,21143
34,8,21050,21146
35,8,21143,21233
35,8,21146,21237
36,8,21233,21334
36,8,21237,21337
37,8,21334,21414
37,8,21337,21418
38,8,21414,21482
38,8,21418,21487
39,8,21482,21568
39,8,21487,21569
40,8,21568,21636
40,8,21569,21637
41,8,21636,21697
41,8,21637,21700
42,8,21697,21781
42,8,21700,21785
43,8,21781,21856
44,8,21856,21922
45,8,21922,22003
46,8,22003,22076
47,8,22076,22138
0,9,17519,17635
1,9,17635,17783
2,9,17783,17926
3,9,17926,18073
4,9,18073,18244
5,9,18244,25573
6,9,25573,18432
7,9,18432,18537
7,9,18432,18540
8,9,18540,26057
8,9,18537,26174
9,9,26057,26510
9,9,26174,26512
10,9,26512,18813
10,9,26510,26582
11,9,26582,26735
11,9,18813,26737
12,9,26735,26855
12,9,26737,26857
13,9,26857,19074
13,9,26855,27094
14,9,19074,27223
14,9,27094,27225
15,9,27223,19240
15,9,27225,27361
16,9,19240,19334
16,9,27361,27462
17,9,19334,19481
17,9,27462,27730
18,9,19481,19522
18,9,27730,19530
19,9,19522,19642
19,9,19530,19648
20,9,19642,19752
20,9,19648,27975
21,9,19752,19832
21,9,27975,28054
22,9,19832,19931
22,9,28054,19933
23,9,19931,20041
23,9,19933,20046
24,9,20041,20145
24,9,20046,20149
25,9,20145,20238
25,9,20149,20242
26,9,20238,20338
26,9,20242,20341
27,9,20338,20447
27,9,20341,20460
28,9,20447,20558
28,9,20460,20561
29,9,20558,20674
29,9,20561,20680
30,9,20674,20795
31,9,20795,20877
32,9,20877,20983
33,9,20983,21071
34,9,21071,28867
35,9,28867,21264
36,9,21264,21363
37,9,21363,21426
45,22,21949,22014
46,22,22014,22088
47,22,22088,22162
51,25,22321,22392
52,25,22392,22485
51,26,22323,22386
52,26,22386,22481
52,28,22404,22491
33,31,20990,21076
0,40,17504,17642
1,40,17642,24274
2,40,24274,24995
3,40,24995,25262
