TRACK_ID,FRAME,ID,POSITION_X,POSITION_Y,track_id_unique,track_id_parent
52,3,10682,582.1666666666666,412.8333333333333,17,0
65,3,2156,923.0482093663912,210.0103305785124,35,0
77,3,10684,234.16666666666663,647.5,10,0
8,3,2189,558.1388301620859,411.49471458773786,14,0
63,3,2158,886.1961633663366,245.06064356435644,1,0
5,3,2222,210.86793248945148,763.4940928270042,28,0
0,3,2174,822.3427775197399,283.4454249883883,18,0
78,3,10686,208.83333333333331,640.8333333333334,4,0
52,4,2113,583.2525096525096,433.7258687258688,17,0
63,4,2097,884.3439531859558,245.76918075422623,1,0
7,4,2099,96.4512391374316,262.5101383971677,5,0
77,4,10772,235.5,648.8333333333334,10,0
0,4,2101,822.1351970669111,282.7273143904675,18,0
78,4,10839,211.5,640.8333333333334,4,0
4,4,2122,123.9035175879397,751.0929648241206,25,0
51,4,10698,807.5,515.5,38,0
6,4,2108,602.2850356294537,396.2180522565321,11,0
5,4,2125,210.8627118644068,764.518220338983,28,0
65,4,2095,922.7128111718276,209.27990285367332,35,0
8,4,2111,555.2909718228867,420.5922944220816,14,0
6,5,2146,604.0287326834274,396.9451000513084,11,0
8,5,2150,557.1450813871196,424.6539278131635,14,0
4,5,2166,124.2779901693064,749.5772801747679,25,0
78,5,10870,212.83333333333331,643.5,4,0
77,5,10872,236.83333333333331,648.8333333333334,10,0
52,5,2154,583.1887950882578,434.1412125863392,17,0
5,5,2170,209.50156739811916,765.6269592476489,28,0
65,5,2140,923.1773134328358,208.97253731343284,35,0
63,5,2141,884.8480934809348,245.27429274292743,1,0
51,5,10845,804.8333333333334,512.8333333333334,38,0
7,5,2142,97.7798485730926,262.2460687245195,5,0
0,5,2143,821.6252293577982,282.4532110091743,18,0
7,6,2208,97.86811892846627,261.4415660877245,5,0
65,6,2193,921.880341880342,207.8133903133903,35,0
4,6,2243,126.3,749.4811827956989,25,0
5,6,2244,207.5487316421896,766.5126835781041,28,0
0,6,2215,822.0386169735069,281.4526268522676,18,0
78,6,10903,212.83333333333331,640.8333333333334,4,0
63,6,2200,885.6963736939152,243.29563614013523,1,0
77,6,10905,238.16666666666663,646.1666666666666,10,0
6,6,2236,603.1806295399516,397.1414043583535,11,0
8,6,2237,554.8999337309476,433.4718356527501,14,0
52,6,2238,585.2133152173913,439.82880434782606,17,0
51,6,2239,806.7109940750494,512.147465437788,38,0
6,7,2192,602.3529137529138,397.4191142191142,11,0
77,7,10992,232.83333333333331,647.5,10,0
7,7,2179,97.99058823529413,259.0635294117647,5,0
8,7,2197,554.4581699346405,437.702614379085,14,0
65,7,2168,922.2542258282624,207.4550371872887,35,0
4,7,2233,127.78450627386798,749.4162575013639,25,0
52,7,2202,585.6031855955679,442.2368421052632,17,0
5,7,2234,206.47128532360983,767.7032816773018,28,0
0,7,2187,821.4642381163927,281.05064415815195,18,0
63,7,2173,884.8992009834051,242.9379225568531,1,0
78,7,10990,210.16666666666663,642.1666666666666,4,0
51,7,2206,806.4044298605414,514.0147662018047,38,0
65,8,2065,922.5577557755776,205.793399339934,35,0
63,8,2066,885.0895080023711,242.45998814463545,1,0
7,8,2068,99.34135472370768,257.86393345216874,5,0
0,8,2070,821.3827919227392,280.4249341527656,18,0
52,8,10998,588.8333333333334,430.1666666666667,17,0
6,8,2071,602.7115211521152,398.4000900090009,11,0
8,8,2072,552.8885681293302,442.2742494226328,14,0
51,8,2075,808.848,531.342,38,0
4,8,2077,130.39708356702187,748.9882220975884,25,0
5,8,2079,205.4651600753296,768.7165725047081,28,0
78,8,11023,210.16666666666663,640.8333333333334,4,0
77,8,11119,234.16666666666663,644.8333333333334,10,0
6,9,2080,602.7462207970683,398.4530462666056,11,0
8,9,2081,551.234496124031,442.6117571059431,14,0
51,9,2082,807.3313508920986,507.80288870008496,38,0
52,9,11122,586.1666666666666,432.8333333333333,17,0
65,9,2067,921.3006219765032,206.06565307532827,35,0
63,9,2069,884.159811985899,241.83548766157463,1,0
78,9,11125,211.5,638.1666666666666,4,0
4,9,2086,133.3863763260748,748.8084868788386,25,0
5,9,2088,205.0366155368629,769.3043047996042,28,0
7,9,2074,98.99291826497492,255.99557391560933,5,0
77,9,11130,238.16666666666663,646.1666666666666,10,0
0,9,2078,819.9186499350931,280.1185633924708,18,0
6,10,2176,602.3014018691589,398.2635514018692,11,0
78,10,11136,210.16666666666663,638.1666666666666,4,0
5,10,2210,204.92317148125383,767.6933005531654,28,0
77,10,11138,231.5,644.8333333333334,10,0
52,10,2180,586.3470263641938,450.1085223789086,17,0
7,10,2164,98.80519110096976,255.6719908727895,5,0
65,10,2153,922.4256444150694,203.9676140118969,35,0
8,10,2185,550.0440028388929,449.4847409510291,14,0
0,10,2171,820.9283759124088,278.985401459854,18,0
51,10,2188,807.3169877408056,507.95884413309983,38,0
4,10,2204,134.65417867435158,750.299711815562,25,0
63,10,2157,884.296252230815,241.6448542534206,1,0
52,11,2096,585.4305043050431,452.5356703567036,17,0
8,11,2098,549.3544395924308,450.7940320232897,14,0
51,11,11140,806.1666666666666,515.5,38,0
65,11,2085,922.1448763250884,203.8155477031802,35,0
4,11,2102,136.8927813163482,752.28025477707,25,0
63,11,2087,886.1501726121979,240.7698504027618,1,0
78,11,11143,207.5,640.8333333333334,4,0
7,11,2089,99.43755215577193,255.1020862308762,5,0
5,11,2105,207.6640625,765.0277777777778,28,0
77,11,11145,234.16666666666663,646.1666666666666,10,0
0,11,2090,820.9246729815065,279.02255299954896,18,0
6,11,2094,601.9395579612088,398.98827244023454,11,0
5,12,2256,205.8753738783649,764.8325024925224,28,0
65,12,2246,919.4587345254472,206.13273727647868,35,0
63,12,2247,883.7190237797247,241.83103879849813,1,0
7,12,2248,98.8167657887284,255.72783913905408,5,0
0,12,2249,818.1085304054054,279.95777027027026,18,0
6,12,2250,600.1613339342045,400.29472735466425,11,0
52,12,2251,584.5094207955339,451.92602930914165,17,0
8,12,2252,549.8398523985239,453.819926199262,14,0
51,12,2253,810.8239669421488,537.4822314049587,38,0
78,12,11149,207.5,639.5,4,0
4,12,2255,137.06703601108032,753.182271468144,25,0
77,12,11151,231.5,647.5,10,0
4,13,2272,141.38314350797268,757.2715261958998,25,0
51,13,138674,805.5,520.1666666666667,38,0
5,13,2273,210.723044397463,762.830866807611,28,0
65,13,2258,917.7732087227414,205.9271028037383,35,0
7,13,2263,97.13326021387442,254.1653413764738,5,0
63,13,2264,881.7758838383838,241.62121212121207,1,0
77,13,141466,235.5,651.5,10,0
0,13,2265,817.313692946058,279.3547717842324,18,0
6,13,2267,597.9605430632159,401.07254985150615,11,0
8,13,2268,548.4471256210078,451.2235628105039,14,0
52,13,138684,584.8333333333334,448.1666666666667,17,0
78,13,141468,203.5,640.8333333333334,4,0
77,14,11296,228.83333333333331,644.8333333333334,10,0
65,14,2259,916.5265127885216,205.3842794759825,35,0
52,14,11155,586.1666666666666,439.5,17,0
63,14,2260,880.3437308868502,242.69969418960244,1,0
7,14,2261,95.8160497315626,254.92794574738627,5,0
0,14,2262,817.1145879241957,279.8845306302336,18,0
6,14,2280,596.2341504649197,403.2836010143702,11,0
8,14,2281,548.4852436513384,450.9622512010981,14,0
51,14,2282,807.6446700507614,526.2907904278462,38,0
78,14,11211,204.83333333333331,639.5,4,0
4,14,2284,140.51802218114602,758.3331792975971,25,0
5,14,2285,212.60443037974684,761.5590717299579,28,0
8,15,2275,547.0297225891678,450.73778071334215,14,0
51,15,2276,810.9298794104511,537.7105850826262,38,0
4,15,2278,141.82849604221636,757.8460861917326,25,0
78,15,11302,202.16666666666663,638.1666666666666,4,0
77,15,11304,230.16666666666663,644.8333333333334,10,0
5,15,11306,192.83333333333331,760.8333333333334,29,28
5,15,11308,223.5,759.5,32,28
6,15,11314,594.1666666666666,399.5,11,0
52,15,11316,584.8333333333334,439.5,17,0
0,15,11320,816.8333333333334,271.5,18,0
63,15,11322,884.8333333333334,235.5,1,0
65,15,11324,914.1666666666666,202.16666666666663,35,0
7,15,2269,95.55704506560184,253.93268682258983,5,0
4,16,2368,142.59110269758636,757.8305726455277,25,0
8,16,2305,549.0606989576946,447.66462293071737,14,0
5,16,2370,192.6494992846924,757.9628040057224,29,28
5,16,2371,226.315296566077,763.9656607700313,32,28
63,16,11370,887.5,234.16666666666663,1,0
65,16,11372,920.8333333333334,204.83333333333331,35,0
52,16,2317,582.8392737054472,455.88634835238736,17,0
78,16,11375,203.5,639.5,4,0
77,16,11377,234.16666666666663,644.8333333333334,10,0
7,16,2297,96.16499162479062,252.76493579006143,5,0
0,16,2299,818.2600397614314,278.94632206759445,18,0
6,16,2302,596.6368539325842,401.7105617977528,11,0
51,16,11327,807.5,519.5,38,0
52,17,2337,582.5997295469912,456.0892494929006,17,0
51,17,2340,814.4461898395722,540.5651737967914,38,0
4,17,2349,142.73839241138293,756.3225162256615,25,0
5,17,2351,190.5211111111111,757.7855555555556,29,28
78,17,11408,204.83333333333331,639.5,4,0
65,17,2321,916.469474969475,205.72405372405373,35,0
5,17,2354,227.13855421686748,764.7630522088353,32,28
63,17,2324,883.3220588235295,240.51764705882357,1,0
7,17,2327,96.62037821055604,252.6963025684448,5,0
0,17,2329,817.6160714285714,280.38653273809524,18,0
77,17,11418,231.5,646.1666666666666,10,0
6,17,2331,596.408945686901,402.4664536741214,11,0
8,17,2333,548.4909706546275,446.04345372460494,14,0
78,18,11466,206.16666666666663,640.8333333333334,4,0
77,18,11468,232.83333333333331,646.1666666666666,10,0
7,18,2286,96.4457694491766,252.37563884156728,5,0
0,18,2287,816.5389967045038,280.2002929329916,18,0
52,18,11471,586.1666666666666,440.8333333333333,17,0
8,18,2289,550.0690872415532,441.7725668179526,14,0
6,18,11473,592.8333333333334,398.1666666666667,11,0
51,18,2290,815.7794171892291,540.0313537440059,38,0
63,18,11475,886.1666666666666,236.83333333333331,1,0
4,18,2292,144.20295767465578,754.9127995920448,25,0
5,18,2293,189.9544534412956,760.1821862348178,29,28
65,18,11477,916.8333333333334,206.16666666666663,35,0
5,18,2294,226.7479964381122,764.3392698130009,32,28
6,19,2369,597.063344201211,403.0754541220308,11,0
65,19,11521,918.1666666666666,199.5,35,0
8,19,2372,550.5100051308364,438.91123653155466,14,0
78,19,11492,206.16666666666663,640.8333333333334,4,0
52,19,2373,582.2181357006975,455.1585288522511,17,0
51,19,2374,815.4694736842105,536.021052631579,38,0
77,19,11494,232.83333333333331,646.1666666666666,10,0
4,19,2376,144.50842992623814,755.5943097997892,25,0
5,19,2377,190.361,759.559,29,28
5,19,2378,227.06083976006852,766.7163667523565,32,28
7,19,2316,96.68511904761904,251.42738095238096,5,0
0,19,2366,819.7587652439024,277.2945884146341,18,0
63,19,11519,887.5,236.83333333333331,1,0
78,20,11524,204.83333333333331,639.5,4,0
77,20,11526,232.83333333333331,646.1666666666666,10,0
65,20,11529,919.5,196.83333333333331,35,0
63,20,11532,884.8333333333334,234.16666666666663,1,0
4,20,2381,147.51703703703703,755.9111111111112,25,0
5,20,2382,189.76381909547737,760.1949748743718,29,28
5,20,2383,225.9754653130288,767.3908629441624,32,28
7,20,2360,96.35635198135198,250.71765734265733,5,0
0,20,2361,817.4376876876877,278.4174174174174,18,0
6,20,2362,595.7536852116025,402.4912030432715,11,0
8,20,2363,549.2711323763955,436.7246145667198,14,0
52,20,2364,581.9566279780086,456.1117898594991,17,0
51,20,2365,815.7769544275658,540.9955539088552,38,0
5,21,2336,190.25747863247864,762.1089743589744,29,28
5,21,2338,226.1450643776824,768.1210300429185,32,28
7,21,2320,96.69754306693024,249.73340864162665,5,0
0,21,2322,818.9209125475285,277.2844106463878,18,0
6,21,2323,595.9138848572811,403.1291727140784,11,0
8,21,2325,548.4570731707317,433.9892682926829,14,0
63,21,11541,884.8333333333334,232.83333333333331,1,0
52,21,2326,582.0891959798995,453.99874371859295,17,0
65,21,11543,915.5,198.16666666666663,35,0
51,21,2328,819.1949882537197,543.2764291307752,38,0
77,21,11546,234.16666666666663,644.8333333333334,10,0
78,21,11548,202.16666666666663,639.5,4,0
4,21,2334,146.50027012425716,752.895732036737,25,0
7,22,2304,95.95131845841784,248.66444508838015,5,0
65,22,11553,914.1666666666666,199.5,35,0
0,22,2306,817.1294593600588,277.66347922030155,18,0
6,22,2307,594.8705941591138,402.9290030211481,11,0
78,22,11555,198.16666666666663,639.5,4,0
8,22,2308,546.3184647302904,431.6779045643153,14,0
52,22,2309,581.2627824019025,453.1206896551725,17,0
51,22,2310,817.7144563918757,543.3659896455596,38,0
77,22,2311,233.67174515235456,646.8725761772853,10,0
4,22,2312,148.1542730299667,751.5521642619312,25,0
5,22,2313,190.0772727272727,764.396590909091,29,28
5,22,2314,225.8155500413565,769.1885856079405,32,28
63,22,11551,883.5,234.16666666666663,1,0
52,23,2342,578.8313773934527,453.5311920938851,17,0
78,23,11558,208.83333333333331,638.1666666666666,4,0
77,23,11560,236.83333333333331,644.8333333333334,10,0
51,23,2345,817.1987767584097,542.7274889568467,38,0
63,23,11563,883.5,234.16666666666663,1,0
65,23,11565,919.5,192.83333333333331,35,0
8,23,2318,545.2321699544765,430.3535660091047,14,0
4,23,2352,150.06898656898656,749.7405372405373,25,0
5,23,2355,188.26779661016948,767.8203389830509,29,28
5,23,2357,225.3554655870445,770.4574898785426,32,28
7,23,2298,95.53639383871942,247.77650256720025,5,0
0,23,2301,817.0294224482383,276.6828913912096,18,0
6,23,2303,594.0802030456853,404.2746192893401,11,0
0,24,2339,814.8274874731568,277.11417322834643,18,0
6,24,2341,592.1182519280205,403.40154241645246,11,0
8,24,2343,542.7347611202636,428.3476112026359,14,0
52,24,2344,576.7982558139535,452.37616279069766,17,0
51,24,2347,818.2675483214649,541.3797897592405,38,0
77,24,2350,232.53271028037383,643.8454349388929,10,0
63,24,11568,882.1666666666666,232.83333333333331,1,0
4,24,2353,150.27859569648925,751.8488108720272,25,0
65,24,11570,915.5,192.83333333333331,35,0
5,24,2356,188.7875706214689,768.5412429378531,29,28
78,24,11572,202.16666666666663,635.5,4,0
5,24,2358,227.4551131928181,770.7462919594067,32,28
7,24,2335,94.43467862481316,246.33662182361732,5,0
52,25,2400,574.5003111387679,451.2383322962041,17,0
51,25,2402,818.4110184849583,541.2464661109098,38,0
4,25,2406,152.1214165261383,752.2759977515458,25,0
5,25,2408,227.71507498026835,769.3717442778217,32,28
5,25,2410,188.71231300345224,771.7445339470656,29,28
7,25,2389,94.1604823747681,245.86239950525663,5,0
63,25,11575,882.1666666666666,231.5,1,0
0,25,2392,815.3290955321468,275.6948783145659,18,0
65,25,11577,911.5,198.16666666666663,35,0
6,25,2395,591.4015486725664,403.37610619469024,11,0
78,25,11580,200.83333333333331,635.5,4,0
8,25,2398,542.5072463768116,428.2513935340022,14,0
77,25,11582,227.5,642.1666666666666,10,0
52,26,2401,574.6922622563496,450.45540460720616,17,0
78,26,11586,198.16666666666663,635.5,4,0
51,26,2403,817.4242424242424,541.150036954915,38,0
77,26,11588,230.16666666666663,642.1666666666666,10,0
63,26,11591,880.8333333333334,230.16666666666663,1,0
4,26,2409,154.3575042158516,750.6739741427768,25,0
0,26,11594,816.8333333333334,270.1666666666667,18,0
5,26,2411,226.6964725184577,769.6177194421657,32,28
5,26,2412,191.03297997644287,772.7526501766785,29,28
65,26,11596,912.8333333333334,194.16666666666663,35,0
7,26,2390,92.68462261196368,246.39617914187284,5,0
6,26,2396,589.4976051091006,403.5774348057477,11,0
8,26,2399,541.7885906040268,424.821029082774,14,0
63,27,11599,879.5,232.83333333333331,1,0
7,27,2384,93.2845347729438,245.33248650365195,5,0
78,27,2417,196.89735099337747,635.6945364238411,4,0
65,27,11601,911.5,198.16666666666663,35,0
0,27,2386,813.4886530014642,275.61273792093704,18,0
77,27,2419,229.83027834351665,643.653767820774,10,0
6,27,2388,588.3797890061077,403.0177679067185,11,0
4,27,2420,154.88658536585365,749.6371951219512,25,0
5,27,2422,225.2571189279732,771.0418760469012,32,28
8,27,2391,539.8288973384031,423.5763172189028,14,0
5,27,2424,192.94076655052265,773.5238095238095,29,28
52,27,2393,573.3296575739988,449.88856645385954,17,0
51,27,2397,816.9455598455598,542.7915057915058,38,0
7,28,2413,91.8095386533666,244.86377805486285,5,0
0,28,2414,812.4538577912255,275.13502269288955,18,0
6,28,2415,587.0587909040488,403.54187465335553,11,0
8,28,2416,538.6581998895638,421.6350082827168,14,0
65,28,138963,913.0,199.5,35,0
52,28,2418,572.6363636363636,449.4691558441559,17,0
63,28,138961,882.5,232.5,1,0
51,28,2421,818.0651268458917,544.7470655054904,38,0
78,28,11606,196.83333333333331,634.1666666666666,4,0
77,28,2423,229.7049418604651,643.0065406976744,10,0
4,28,2425,156.1567505720824,749.6395881006865,25,0
5,28,2426,226.7109077040427,770.2692601067887,32,28
5,28,2427,191.4570024570025,774.039312039312,29,28
8,29,2432,537.5539526832083,419.6837853433353,14,0
52,29,2433,570.350030175015,447.77308388654194,17,0
51,29,2434,815.8397813288477,545.8801513877207,38,0
78,29,2435,196.55555555555557,635.2804232804233,4,0
77,29,2436,229.23257575757572,643.4886363636364,10,0
4,29,2437,156.45266106442577,750.913725490196,25,0
5,29,2438,226.67369308600337,768.6264755480607,32,28
5,29,2439,192.6014344262295,776.7305327868852,29,28
63,29,11609,878.1666666666666,231.5,1,0
7,29,2429,91.60452687834014,245.4709210939956,5,0
0,29,2430,810.2332182585347,276.42500958956657,18,0
65,29,11614,898.1666666666666,211.5,35,0
6,29,2431,586.4901856763926,406.4053050397878,11,0
63,30,11617,882.1666666666666,230.16666666666663,1,0
65,30,11619,906.1666666666666,200.83333333333331,35,0
78,30,11622,199.5,634.1666666666666,4,0
77,30,11624,226.16666666666663,642.1666666666666,10,0
7,30,2442,92.16873674644047,246.16388973038477,5,0
0,30,2445,813.3387372013652,273.72909556313994,18,0
6,30,2447,585.0322743318204,407.75592536560765,11,0
8,30,2449,536.7954671089,417.1857379767828,14,0
52,30,2451,570.9628783552256,448.0565391205026,17,0
51,30,2453,815.1141025641026,547.2666666666667,38,0
4,30,2455,159.81516325401216,749.4930824571112,25,0
5,30,2456,224.2793462109956,768.4153046062407,32,28
5,30,2457,193.0428870292887,779.1140167364017,29,28
7,31,2564,93.10930159724396,246.06420294393988,5,0
0,31,2565,810.0800405268491,273.8100303951368,18,0
6,31,2567,585.2558011049724,407.8121546961326,11,0
8,31,2568,536.5358672376874,413.3442184154176,14,0
52,31,2570,569.3266064790229,447.0063728093468,17,0
78,31,11626,196.83333333333331,636.8333333333334,4,0
51,31,2572,817.4462686567164,547.7721393034826,38,0
77,31,11628,220.83333333333331,640.8333333333334,10,0
4,31,2574,161.69537572254336,748.4150289017341,25,0
63,31,11631,880.8333333333334,228.83333333333331,1,0
5,31,2576,223.20472440944883,768.6393700787402,32,28
65,31,11633,907.5,196.83333333333331,35,0
5,31,2578,193.1689497716895,787.9193302891933,29,28
4,32,2499,164.51296829971182,747.75734870317,25,0
5,32,2501,224.6112828438949,770.1939721792891,32,28
5,32,2511,194.2787037037037,786.2712962962963,29,28
78,32,11636,196.83333333333331,634.1666666666666,4,0
7,32,2485,93.02016607354686,245.3185053380783,5,0
77,32,11638,228.83333333333331,640.8333333333334,10,0
0,32,2487,807.0916079436258,273.7777065983344,18,0
6,32,2489,584.6480125523012,406.5998953974896,11,0
63,32,11641,876.8333333333334,227.5,1,0
8,32,2490,535.9662337662338,412.1755844155844,14,0
65,32,11643,911.5,190.16666666666663,35,0
52,32,2492,570.2110762800418,445.2272727272728,17,0
51,32,2494,816.7734447539461,546.8992571959146,38,0
63,33,11651,878.1666666666666,230.16666666666663,1,0
65,33,11653,910.1666666666666,195.5,35,0
78,33,11656,199.5,634.1666666666666,4,0
77,33,11658,224.83333333333331,643.5,10,0
7,33,2443,94.05592972181552,245.4532942898975,5,0
0,33,2444,809.5218926553672,271.1327683615819,18,0
6,33,2446,585.6684871654834,408.00764609503005,11,0
8,33,2448,535.9483834373227,409.54339194554734,14,0
52,33,2450,568.2649923116351,443.6130189646335,17,0
51,33,2452,816.5539358600583,549.3415937803693,38,0
4,33,2459,164.4247205785667,748.3293885601578,25,0
5,33,2460,226.48270995059983,769.6697247706422,32,28
5,33,2461,193.6374474053296,797.1577840112202,29,28
6,34,2535,585.4467558197127,409.3947498761763,11,0
52,34,2536,567.6439185470556,445.2025316455696,17,0
51,34,2537,814.4689814814815,548.2458333333333,38,0
4,34,2539,168.16533333333334,745.022,25,0
5,34,2540,223.80687022900764,770.8511450381679,32,28
63,34,11660,876.8333333333334,228.83333333333331,1,0
5,34,2541,193.73694581280787,791.2118226600985,29,28
65,34,11663,908.8333333333334,196.83333333333331,35,0
78,34,11666,194.16666666666663,634.1666666666666,4,0
77,34,11668,220.83333333333331,639.5,10,0
7,34,2522,91.88344291691573,245.5113568439928,5,0
0,34,2523,809.0182370820669,271.2051671732523,18,0
8,34,2525,535.6170655567117,406.9495317377732,14,0
78,35,11810,198.16666666666663,634.1666666666666,4,0
77,35,11812,222.16666666666663,636.8333333333334,10,0
7,35,2502,92.46793915896212,244.91321204891145,5,0
0,35,2504,794.8239669421488,279.9396694214876,19,18
6,35,2505,582.2288535852297,411.9819665092314,11,0
8,35,2506,536.4124386252046,406.7283142389525,14,0
51,35,2507,814.5561497326203,547.0949197860963,38,0
4,35,2509,172.72612612612613,743.8876876876877,25,0
5,35,2510,226.10091743119267,770.4464831804281,32,28
63,35,11822,878.1666666666666,227.5,1,0
5,35,2512,194.7626404494382,797.9339887640449,29,28
65,35,11824,907.5,194.16666666666663,35,0
52,35,11697,564.8333333333334,431.5,17,0
0,35,11827,824.8333333333334,260.8333333333333,24,18
4,36,2560,180.93981945837515,742.5897693079238,25,0
5,36,2561,225.99141295862609,770.3590944574551,32,28
5,36,2562,196.1059829059829,795.6829059829059,29,28
52,36,11880,564.8333333333334,432.8333333333333,17,0
6,36,11882,579.5,408.8333333333333,11,0
0,36,11884,823.5,259.5,24,18
65,36,2542,904.9861495844876,200.1423822714681,35,0
63,36,11886,874.1666666666666,228.83333333333331,1,0
7,36,2543,91.92007157769162,245.17029525797795,5,0
0,36,2544,793.5597345132743,280.8399705014749,19,18
8,36,2546,536.8551474392136,405.3207449560269,14,0
77,36,11892,222.16666666666663,638.1666666666666,10,0
51,36,2550,817.3701236917221,547.9619410085633,38,0
78,36,11894,194.16666666666663,631.5,4,0
0,37,2464,792.789161098738,280.26874536005937,19,18
8,37,2466,536.8046207935711,404.8603716725264,14,0
77,37,11906,220.83333333333331,640.8333333333334,10,0
78,37,11908,194.16666666666663,636.8333333333334,4,0
51,37,2470,813.0330167345093,546.1605608322026,38,0
4,37,2474,183.80127523910733,740.9165781083954,25,0
5,37,2476,225.577743902439,771.6021341463414,32,28
5,37,2477,195.8446771378709,797.8726003490401,29,28
52,37,11897,562.1666666666666,435.5,17,0
6,37,11899,578.1666666666666,412.8333333333333,11,0
0,37,11901,826.1666666666666,256.8333333333333,24,18
65,37,2462,905.6255025847214,198.0040206777714,35,0
7,37,2463,90.93622141997594,245.1591456077016,5,0
63,37,11903,876.8333333333334,226.16666666666663,1,0
7,38,2467,90.77835051546391,245.00788356579744,5,0
0,38,2469,791.109943977591,280.84033613445376,19,18
8,38,2471,539.6524926686217,400.5615835777126,14,0
63,38,11911,879.5,224.83333333333331,1,0
65,38,11913,906.1666666666666,187.5,35,0
51,38,2475,818.533488642982,550.4041933605125,38,0
0,38,11915,826.1666666666666,256.8333333333333,24,18
52,38,11918,564.8333333333334,438.1666666666667,17,0
4,38,2479,183.1914331041777,741.1607615018509,25,0
5,38,2480,226.9066757493188,771.7636239782016,32,28
6,38,11920,578.1666666666666,411.5,11,0
5,38,2481,195.2452380952381,799.281746031746,29,28
77,38,11923,222.16666666666663,638.1666666666666,10,0
78,38,11925,195.5,631.5,4,0
65,39,11937,903.5,198.16666666666663,35,0
7,39,2531,89.25694838343732,245.1684628474192,5,0
77,39,11940,220.83333333333331,636.8333333333334,10,0
0,39,2533,790.0869262865091,281.56189151599443,19,18
8,39,2534,544.99173553719,399.1123966942149,14,0
78,39,11942,195.5,632.8333333333334,4,0
51,39,2547,816.0103092783505,548.5827774408732,38,0
4,39,2551,184.770290964778,741.5267993874426,25,0
5,39,2552,224.9671875,771.99140625,32,28
52,39,11928,566.1666666666666,442.1666666666667,17,0
5,39,2553,194.59355290819903,801.6194814295725,29,28
6,39,11930,578.1666666666666,416.8333333333333,11,0
0,39,11933,827.5,254.16666666666663,24,18
63,39,11935,876.8333333333334,227.5,1,0
0,40,2528,790.5522288755822,282.3253493013972,19,18
8,40,2530,546.6366576819407,395.9407008086253,14,0
52,40,11945,563.5,440.8333333333333,17,0
6,40,11947,578.1666666666666,418.1666666666667,11,0
77,40,11950,219.5,639.5,10,0
78,40,11952,192.83333333333331,636.8333333333334,4,0
0,40,11955,826.1666666666666,255.5,24,18
63,40,11957,876.8333333333334,226.16666666666663,1,0
65,40,11959,910.1666666666666,186.16666666666663,35,0
51,40,2554,813.9980864906238,543.3769613471106,38,0
4,40,2556,186.3349975037444,742.0499251123315,25,0
5,40,2557,225.94629503738952,772.4296397008837,32,28
5,40,2558,193.78343949044583,804.4197452229299,29,28
7,40,2527,89.53584690088546,243.94715795487005,5,0
77,41,11969,222.16666666666663,638.1666666666666,10,0
4,41,2498,187.96144460712543,741.7579306979014,25,0
5,41,2500,225.777441332324,772.4625283875852,32,28
0,41,11972,827.5,252.83333333333331,24,18
63,41,11974,879.5,223.5,1,0
5,41,2503,194.3009592326139,806.3171462829736,29,28
65,41,11976,898.1666666666666,200.83333333333331,35,0
7,41,2484,89.5235179515725,244.57612023378792,5,0
0,41,2486,790.9084273390843,283.6403450564035,19,18
