FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt4_n0_dx,dt4_n0_dy,tid_lap_pred,ID_next,dist_link
0,2209,18,0,819.3107398568019,286.0653937947494,2.8244572101092444,-3.3380794042819275,1.0,2101,4.3726802582660085
0,10529,17,0,584.8333333333334,407.5,-1.5808236808237552,26.225868725868796,2.0,2113,26.27346939283726
0,2225,38,0,801.057188884414,521.6250503423279,6.442811115585982,-6.1250503423278815,3.0,10698,8.889660104141733
0,2194,1,0,884.6592252133946,246.66907419566644,-0.315272027438823,-0.8998934414402129,4.0,2097,0.9535222374084916
0,2229,25,0,118.45543175487464,751.2757660167131,5.448085833065065,-0.1828011925924784,5.0,2122,5.451151760908651
0,2230,28,0,215.3068181818182,762.9746503496503,-4.444106317411382,1.5435699893326955,6.0,2125,4.704539219990019
0,10585,11,0,600.8333333333334,395.5,1.4517022961202883,0.7180522565320757,7.0,2108,1.619579760206864
0,2219,14,0,565.4877734877734,398.0900900900901,-10.19680166488672,22.502204331991493,8.0,2111,24.704735659215892
0,2203,5,0,94.81305044035228,267.6413130504404,1.6381886970793147,-5.131174653272694,9.0,2099,5.386336002295677
0,10587,4,0,210.16666666666663,644.8333333333334,1.3333333333333712,-4.0,10.0,10839,4.216370213557851
0,10589,10,0,230.16666666666663,652.8333333333334,5.333333333333371,-4.0,11.0,10772,6.666666666666697
0,2191,35,0,922.7784275503574,209.84925276153345,-0.0656163785297394,-0.5693499078601576,12.0,2095,0.573118510180685
1,2113,17,0,583.2525096525096,433.7258687258688,5.580823680823755,-3.559202059202107,2.0,10998,6.61917761165779
1,2097,1,0,884.3439531859558,245.76918075422623,0.7455548164152788,-3.309192609590781,4.0,2066,3.3921391055866597
1,2099,5,0,96.4512391374316,262.5101383971677,2.8901155862760817,-4.646204944998942,9.0,2068,5.471744556626211
1,10772,10,0,235.5,648.8333333333334,-1.3333333333333712,-4.0,11.0,11119,4.216370213557851
1,2101,18,0,822.1351970669111,282.7273143904675,-0.7524051441719166,-2.3023802377018683,1.0,2070,2.4222031830415207
1,10839,4,0,211.5,640.8333333333334,-1.3333333333333712,0.0,10.0,11023,1.3333333333333712
1,2122,25,0,123.9035175879397,751.0929648241206,6.493565979082163,-2.1047427265322085,5.0,2077,6.826151263309621
1,10698,38,0,807.5,515.5,1.3479999999999563,15.841999999999985,3.0,2075,15.899247403572264
1,2108,11,0,602.2850356294537,396.2180522565321,0.4264855226615509,2.1820377524688297,7.0,2071,2.2233260341747267
1,2125,28,0,210.8627118644068,764.518220338983,-5.397551789077198,4.198352165725055,6.0,2079,6.838108380482041
1,2095,35,0,922.7128111718276,209.2799028536733,-0.1550553962500771,-3.4865035137392795,12.0,2065,3.48994970267805
1,2111,14,0,555.2909718228867,420.5922944220816,-2.4024036935564936,21.681955000551227,8.0,2072,21.814644534182587
2,2065,35,0,922.5577557755776,205.793399339934,-3.099021250130363,0.3393379365446662,12.0,2246,3.1175443772203066
2,2066,1,0,885.0895080023711,242.45998814463545,-1.3704842226463825,-0.6289493461373183,4.0,2247,1.5079138849845568
2,2068,5,0,99.34135472370768,257.86393345216874,-0.5245889349792776,-2.136094313114654,9.0,2248,2.1995664266449104
2,2070,18,0,821.3827919227392,280.4249341527656,-3.274261517333798,-0.4671638824953561,1.0,2249,3.3074205322276695
2,10998,17,0,588.8333333333334,430.1666666666667,-4.323912537799515,21.75936264247497,2.0,2251,22.18481647977452
2,2071,11,0,602.7115211521152,398.4000900090009,-2.5501872179106613,1.894637345663341,7.0,2250,3.176964827941466
2,2072,14,0,552.8885681293302,442.2742494226328,-3.0487157308062933,11.545676776629191,8.0,2252,11.941411970016794
2,2075,38,0,808.848,531.342,1.9759669421488295,6.14023140495874,3.0,2253,6.4503400734307474
2,2077,25,0,130.39708356702187,748.9882220975884,6.669952444058453,4.194049370555604,5.0,2255,7.878979358308992
2,2079,28,0,205.4651600753296,768.7165725047081,0.4102138030353046,-3.884070012185703,6.0,2256,3.9056721859061514
2,11023,4,0,210.16666666666663,640.8333333333334,-2.6666666666666288,-1.3333333333333712,10.0,11149,2.9814239699997027
2,11119,10,0,234.16666666666663,644.8333333333334,-2.6666666666666288,2.6666666666666288,11.0,11151,3.7712361663281997
3,2256,28,0,205.8753738783649,764.8325024925224,0.0,0.0,6.0,0,inf
3,2246,35,0,919.4587345254472,206.13273727647868,1.3745988078861728,-1.2994039431453928,12.0,11372,1.8915529308226833
3,2247,1,0,883.7190237797247,241.83103879849813,3.7809762202753054,-7.664372131831499,4.0,11370,8.546249548982445
3,2248,5,0,98.8167657887284,255.72783913905408,-2.6517741639377874,-2.962903348992654,9.0,2297,3.976267404488767
3,2249,18,0,818.1085304054054,279.95777027027026,0.1515093560259401,-1.0114482026758085,1.0,2299,1.0227328838262308
3,2250,11,0,600.1613339342045,400.29472735466425,-3.5244800016203044,1.4158344430885563,7.0,2302,3.798229383812587
3,2251,17,0,584.5094207955339,451.92602930914165,-1.6701470900866298,3.960319043245704,2.0,2317,4.298083087472763
3,2252,14,0,549.8398523985239,453.819926199262,-0.7791534408293046,-6.155303268544628,8.0,2305,6.2044208764486894
3,2253,38,0,810.8239669421488,537.4822314049587,-3.323966942148786,-17.982231404958725,3.0,11327,18.286864207238533
3,11149,4,0,207.5,639.5,-4.0,0.0,10.0,11375,4.0
3,2255,25,0,137.06703601108032,753.182271468144,5.524066686506046,4.648301177383701,5.0,2368,7.219557922243756
3,11151,10,0,231.5,647.5,2.6666666666666288,-2.6666666666666288,11.0,11377,3.7712361663281997
4,2368,25,0,142.59110269758636,757.8305726455277,4.925934339450663,-1.919461534416541,5.0,2381,5.286696671711357
4,2305,14,0,549.0606989576946,447.66462293071737,0.2104334187008589,-10.94000836399755,8.0,2363,10.94203204290878
4,2370,29,28,192.6494992846924,757.9628040057224,-2.885680189215037,2.232170868649405,13.0,2382,3.6482512168537915
4,2371,32,28,226.315296566077,763.9656607700313,-0.339831253048203,3.4252021741311864,14.0,2383,3.442019060699885
4,11370,1,0,887.5,234.16666666666663,-2.6666666666666288,0.0,4.0,11532,2.6666666666666288
4,11372,35,0,920.8333333333334,204.8333333333333,-1.3333333333333712,-8.0,12.0,11529,8.110350040397632
4,2317,17,0,582.8392737054472,455.88634835238736,-0.8826457274386712,0.225441507111725,2.0,2364,0.9109815329053311
4,11375,4,0,203.5,639.5,1.333333333333286,0.0,10.0,11524,1.333333333333286
4,11377,10,0,234.16666666666663,644.8333333333334,-1.3333333333333428,1.3333333333332575,11.0,11526,1.8856180831640799
4,2297,5,0,96.16499162479062,252.76493579006143,0.1913603565613613,-2.0472784474040964,9.0,2360,2.056202282672748
4,2299,18,0,818.2600397614314,278.94632206759445,-0.8223520737436729,-0.5289046501770258,1.0,2361,0.9777540908476944
4,2302,11,0,596.6368539325842,401.7105617977528,-0.8831687209817574,0.7806412455187228,7.0,2362,1.1787229292440085
4,11327,38,0,807.5,519.5,8.276954427565784,21.495553908855182,3.0,2365,23.03403595648188
5,11524,4,0,204.8333333333333,639.5,-2.666666666666657,-4.0,10.0,11572,4.807401700618647
5,11526,10,0,232.8333333333333,646.1666666666666,-0.3006230529594518,-2.321231727773693,11.0,2350,2.3406176436987534
5,11529,35,0,919.5,196.8333333333333,-4.0,-4.0,12.0,11570,5.656854249492381
5,11532,1,0,884.8333333333334,234.16666666666663,-2.6666666666667425,-1.3333333333333428,4.0,11568,2.9814239699997915
5,2381,25,0,147.51703703703703,755.9111111111112,2.76155865945222,-4.062300239083925,5.0,2353,4.912075881137918
5,2382,29,28,189.76381909547737,760.1949748743718,-0.9762484740084858,8.346268063481261,13.0,2356,8.40316914446515
5,2383,32,28,225.9754653130288,767.3908629441624,1.4796478797892971,3.3554290152442263,14.0,2358,3.6671871679132773
5,2360,5,0,96.35635198135198,250.71765734265733,-1.9216733565388184,-4.38103551904004,9.0,2335,4.783962866528293
5,2361,18,0,817.4376876876877,278.4174174174174,-2.610200214530892,-1.3032441890709947,1.0,2339,2.9174630376894974
5,2362,11,0,595.7536852116025,402.4912030432715,-3.635433283581961,0.910339373180932,7.0,2341,3.7476783391506494
5,2363,14,0,549.2711323763955,436.7246145667198,-6.536371256131929,-8.377003364083919,8.0,2343,10.62536279662304
5,2364,17,0,581.9566279780086,456.1117898594991,-5.158372164055095,-3.7356270688014206,2.0,2344,6.3689648279811015
5,2365,38,0,815.7769544275658,540.9955539088552,2.490593893899131,0.3842358503852665,3.0,2347,2.5200585574642758
6,2339,18,0,814.8274874731568,277.11417322834643,-2.373629681931334,-1.9791505354568808,1.0,2414,3.090494249945258
6,2341,11,0,592.1182519280205,403.40154241645246,-5.059461023971721,0.1403322369030775,7.0,2415,5.061406819235458
6,2343,14,0,542.7347611202636,428.3476112026359,-4.076561230699781,-6.712602919919107,8.0,2416,7.853495363731428
6,2344,17,0,576.7982558139535,452.37616279069766,-4.161892177589834,-2.907006946541742,2.0,2418,5.0766165785023984
6,2347,38,0,818.2675483214649,541.3797897592405,-0.20242147557326,3.367275746249902,3.0,2421,3.3733544736739556
6,2350,10,0,232.53271028037383,643.8454349388929,-2.827768419908722,-0.8388942412185543,11.0,2423,2.949579255518102
6,11568,1,0,882.1666666666666,232.8333333333333,0.3333333333333712,-0.3333333333332859,4.0,138961,0.4714045207910249
6,2353,25,0,150.27859569648925,751.8488108720272,5.87815487559314,-2.209222771340705,5.0,2425,6.279599509114392
6,11570,35,0,915.5,192.8333333333333,-2.5,6.666666666666714,12.0,138963,7.120003121097987
6,2356,29,28,188.7875706214689,768.5412429378531,2.669431835533601,5.498069101458896,13.0,2427,6.11184343459298
6,11572,4,0,202.16666666666663,635.5,-5.333333333333343,-1.3333333333333712,10.0,11606,5.497474167490233
6,2358,32,28,227.4551131928181,770.7462919594067,-0.7442054887753784,-0.4770318526179835,14.0,2426,0.8839690028137556
6,2335,5,0,94.43467862481316,246.3366218236173,-2.6251399714465578,-1.4728437687544442,9.0,2413,3.0100878121485475
7,2413,5,0,91.8095386533666,244.86377805486285,1.2106274201802592,0.4547272832154476,9.0,2485,1.293211371970109
7,2414,18,0,812.4538577912255,275.13502269288955,-5.362249847599628,-1.3573160945551308,1.0,2487,5.531367860540522
7,2415,11,0,587.0587909040488,403.54187465335553,-2.410778351747581,3.058020744134069,7.0,2489,3.8940137561145143
7,2416,14,0,538.6581998895638,421.6350082827168,-2.691966123329962,-9.459423867132386,8.0,2490,9.835007956642942
7,138963,35,0,913.0,199.5,-1.5,-9.333333333333371,12.0,11643,9.45310060832486
7,2418,17,0,572.6363636363636,449.4691558441559,-2.42528735632186,-4.241883116883116,2.0,2492,4.886265561554416
7,138961,1,0,882.5,232.5,-5.666666666666629,-5.0,4.0,11641,7.557189365836394
7,2421,38,0,818.0651268458917,544.7470655054904,-1.2916820919455176,2.1521916904242744,3.0,2494,2.5100541227200748
7,11606,4,0,196.8333333333333,634.1666666666666,0.0,0.0,10.0,11636,0.0
7,2423,10,0,229.7049418604651,643.0065406976744,-0.8716085271318263,-2.1732073643410104,11.0,11638,2.3414806582577
7,2425,25,0,156.1567505720824,749.6395881006865,8.356217727629428,-1.882239397516514,5.0,2499,8.565582283832878
7,2426,32,28,226.7109077040427,770.2692601067887,-2.0996248601477987,-0.0752879274996303,14.0,2501,2.100974256238722
7,2427,29,28,191.4570024570025,774.039312039312,2.821701246701224,12.231984256984331,13.0,2511,12.553224159105412
8,2499,25,0,164.51296829971182,747.75734870317,16.42685115866334,-5.167579395246207,5.0,2560,17.22049116009913
8,2501,32,28,224.6112828438949,770.1939721792891,1.3801301147311733,0.1651222781659953,14.0,2561,1.3899728415816655
8,2511,29,28,194.2787037037037,786.2712962962963,1.8272792022791864,9.411609686609609,13.0,2562,9.587353450048969
8,11636,4,0,196.8333333333333,634.1666666666666,-2.666666666666657,-2.6666666666666288,10.0,11894,3.77123616632822
8,2485,5,0,93.02016607354686,245.3185053380783,-1.1000944958552452,-0.1482100801003412,9.0,2543,1.1100333903330817
8,11638,10,0,228.8333333333333,640.8333333333334,-6.666666666666657,-2.6666666666667425,11.0,11892,7.180219742846024
8,2487,18,0,807.0916079436258,273.7777065983344,0.0,0.0,1.0,0,inf
8,2489,11,0,584.6480125523012,406.5998953974896,-5.148012552301225,2.2334379358437104,7.0,11882,5.611619931171104
8,11641,1,0,876.8333333333334,227.5,-2.6666666666667425,1.333333333333286,4.0,11886,2.981423969999766
8,2490,14,0,535.9662337662338,412.1755844155844,0.888913672979811,-6.854839459557525,8.0,2546,6.9122349160251595
8,11643,35,0,911.5,190.16666666666663,-6.5138504155123655,9.97571560480148,12.0,2542,11.914073571350412
8,2492,17,0,570.2110762800418,445.2272727272728,-5.377742946708395,-12.39393939393949,2.0,11880,13.510360946381747
8,2494,38,0,816.7734447539461,546.8992571959146,0.5966789377760051,1.062683812648629,3.0,2550,1.2187381344862105
9,2560,25,0,180.93981945837515,742.5897693079238,5.395178045369249,-0.539844195592309,5.0,2556,5.422119317826661
9,2561,32,28,225.99141295862609,770.3590944574551,-0.0451179212365673,2.070545243428682,14.0,2557,2.0710367529094817
9,2562,29,28,196.1059829059829,795.6829059829059,-2.322543415537069,8.736839240023983,13.0,2558,9.040274764799875
9,11880,17,0,564.8333333333334,432.8333333333333,-1.3333333333333712,8.0,2.0,11945,8.110350040397632
9,11882,11,0,579.5,408.8333333333333,-1.3333333333333712,9.333333333333371,7.0,11947,9.428090415820677
9,11884,24,18,823.5,259.5,2.6666666666666288,-4.0,15.0,11955,4.807401700618631
9,2542,35,0,904.9861495844876,200.1423822714681,5.180517082178994,-13.97571560480148,12.0,11959,14.904978493947583
9,11886,1,0,874.1666666666666,228.8333333333333,2.6666666666667425,-2.666666666666657,4.0,11957,3.7712361663283005
9,2543,5,0,91.92007157769162,245.17029525797795,-2.384224676806156,-1.2231373031079045,9.0,2527,2.679662697382918
9,2544,19,18,793.5597345132743,280.8399705014749,-3.007505637692134,1.4853787999222732,16.0,2528,3.354316672588994
9,2546,14,0,536.8551474392136,405.3207449560269,9.781510242727109,-9.380044147401575,8.0,2530,13.552238591309477
9,11892,10,0,222.16666666666663,638.1666666666666,-2.6666666666666288,1.3333333333333712,11.0,11950,2.9814239699997027
9,2550,38,0,817.3701236917221,547.9619410085633,-3.372037201098351,-4.584979661452621,3.0,2554,5.691456174084572
9,11894,4,0,194.16666666666663,631.5,-1.3333333333333428,5.333333333333371,10.0,11952,5.497474167490253
10,2528,19,18,790.5522288755822,282.3253493013972,4.288693314619536,3.824506606383807,16.0,2571,5.746280634387403
10,2530,14,0,546.6366576819407,395.9407008086253,6.034490198100684,-8.715261305005924,8.0,2573,10.600511853939262
10,11945,17,0,563.5,440.8333333333333,0.0,1.3333333333333712,2.0,12018,1.3333333333333712
10,11947,11,0,578.1666666666666,418.1666666666667,0.0,-2.6666666666666856,7.0,12020,2.6666666666666856
10,11950,10,0,219.5,639.5,-4.0,-4.0,11.0,12015,5.656854249492381
10,11952,4,0,192.8333333333333,636.8333333333334,-1.333333333333286,-4.0,10.0,12013,4.216370213557824
10,11955,24,18,826.1666666666666,255.5,5.333333333333371,-4.0,15.0,12026,6.666666666666697
10,11957,1,0,876.8333333333334,226.16666666666663,-1.3333333333333712,-2.6666666666666288,4.0,12028,2.9814239699997027
10,11959,35,0,910.1666666666666,186.16666666666663,-14.666666666666629,14.666666666666655,12.0,12030,20.74179891480536
10,2554,38,0,813.9980864906238,543.3769613471106,-0.281444811463416,-5.795252201683297,3.0,2577,5.802082321289037
10,2556,25,0,186.3349975037444,742.0499251123315,4.761914104349302,0.5107777630678356,5.0,2580,4.789229568567934
10,2557,32,28,225.94629503738952,772.4296397008837,-0.466138889048608,2.539781249018688,14.0,2581,2.582203372461278
10,2558,29,28,193.78343949044583,804.4197452229299,0.4423907678566934,2.8761957364796444,13.0,2582,2.910019159048359
10,2527,5,0,89.53584690088546,243.94715795487005,-0.4176455007777662,0.7265092502995856,9.0,2569,0.8379996748751022
11,2569,5,0,89.1182014001077,244.67366720516964,3.090144624869467,1.972997430834056,9.0,2593,3.6662941323204614
11,2571,19,18,794.8409221902017,286.149855907781,3.6664058819516185,1.5716773503926331,16.0,2594,3.989072797649428
11,2573,14,0,552.6711478800414,387.2254395036194,3.5699412288694248,-3.665043464015412,8.0,2595,5.116348695183297
11,12013,4,0,191.5,632.8333333333334,-1.3333333333333712,-2.6666666666667425,10.0,12180,2.9814239699998044
11,12015,10,0,215.5,635.5,-2.666666666666714,0.0,11.0,12185,2.666666666666714
11,2577,38,0,813.7166416791604,537.5817091454273,-1.4072378168598334,-0.3524900018504695,3.0,2599,1.450712747102256
11,12018,17,0,563.5,442.1666666666667,-2.6666666666666288,-4.0,2.0,12156,4.807401700618631
11,2580,25,0,191.0969116080937,742.5607028753993,2.4261363693287024,1.406371442568684,5.0,2603,2.804285705318233
11,12020,11,0,578.1666666666666,415.5,-1.3333333333332575,4.0,7.0,12161,4.216370213557815
11,2581,32,28,225.4801561483409,774.9694209499024,-8.646822815007624,8.530579050097572,14.0,12190,12.146535461772626
11,2582,29,28,194.22583025830247,807.2959409594096,1.274169741697477,0.2040590405904367,13.0,12188,1.2904063788993392
11,12026,24,18,831.5,251.5,4.0,1.333333333333286,15.0,12173,4.216370213557824
11,12028,1,0,875.5,223.5,2.6666666666666288,-2.666666666666714,4.0,12175,3.77123616632826
11,12030,35,0,895.5,200.8333333333333,10.666666666666629,-12.0,12.0,12177,16.055459438389704
12,2593,5,0,92.20834602497716,246.6466646360037,2.179875481029285,-0.0937786119779673,9.0,2713,2.18189173444907
12,12161,11,0,576.8333333333334,419.5,9.404242424242398,-0.023030303030282,7.0,2719,9.40427062396538
12,2594,19,18,798.5073280721533,287.7215332581736,0.1591353424807948,-0.8398259411004005,16.0,2715,0.8547699506719064
12,2595,14,0,556.2410891089108,383.560396039604,5.212909966447455,-3.127663723376486,8.0,2718,6.079203129096154
12,2599,38,0,812.3094038623005,537.2292191435769,1.0986933036913342,1.586975188406882,3.0,2729,1.9301858004335324
12,2603,25,0,193.5230479774224,743.967074317968,-8.182973071055358,-3.486175441563546,5.0,2735,8.89463138589666
