TRACK_ID,FRAME,ID,track_id_unique,track_id_parent,pos_x,pos_y,dt1_n0_dx,dt1_n0_dy,dt2_n0_dx,dt2_n0_dy,dt4_n0_dx,dt4_n0_dy,dt8_n0_dx,dt8_n0_dy,dt16_n0_dx,dt16_n0_dy
0,0,2209,18,0,819.3107398568019,286.0653937947494,2.8231474931519642,-2.115255290594291,2.0884038158908425,-1.7028819013145835,2.8244572101092444,-3.3380794042819275,2.072052065937328,-5.640459641983796,-1.05070009537053,-7.11907172715496
52,0,10529,17,0,584.8333333333334,407.5,-1.3333333333333712,2.6666666666666856,-1.3333333333333712,4.0,-1.5808236808237552,26.225868725868793,4.0,22.666666666666686,-1.9940596278861449,48.38634835238736
51,0,2225,38,0,801.057188884414,521.6250503423279,3.1428968053888866,-2.423250856466666,3.4173528671134363,0.6279028144949734,6.442811115585982,-6.1250503423278815,7.790811115585939,9.716949657672103,6.442811115585982,-2.1250503423278815
63,0,2194,1,0,884.6592252133946,246.66907419566644,0.8987508934219477,-0.680318046685386,1.107705842127075,-0.7490009802911857,-0.315272027438823,-0.8998934414402129,0.4302827889764558,-4.209086051030994,2.8407747866053796,-12.502407528999811
4,0,2229,25,0,118.45543175487464,751.2757660167131,1.5529757624349685,-0.37517254490296637,2.19416256561216,-0.9704921830416424,5.448085833065065,-0.1828011925924784,11.941651812147228,-2.287543919124687,24.135670942711727,6.554806628814617
5,0,2230,28,0,215.3068181818182,762.9746503496503,-1.2939030526669058,-0.5701300544474179,-2.014756059298776,0.2578776917646337,-4.444106317411382,1.5435699893326955,-9.84165810648858,5.74192215505775,0.0,0.0
6,0,10585,11,0,600.8333333333334,395.5,0.0,-1.3333333333333144,1.3333333333332575,0.0,1.4517022961202883,0.7180522565320757,1.8781878187818393,2.9000900090009054,-4.196479400749126,6.210561797752803
8,0,2219,14,0,565.4877734877734,398.0900900900901,-2.293950271586027,3.392338024925891,-4.923856896658322,7.154696854606186,-10.19680166488672,22.502204331991493,-12.599205358443214,44.18415933254272,-16.427074530078812,49.574532840627285
7,0,2203,5,0,94.81305044035228,267.6413130504404,-0.7060308776365218,-2.4357127435742427,-0.07410761403082233,-2.476264506751079,1.6381886970793147,-5.131174653272694,4.528304283355396,-9.777379598271636,1.3519411844383313,-14.876377260378945
78,0,10587,4,0,210.16666666666663,644.8333333333334,1.3333333333333712,0.0,1.3333333333333712,-1.3333333333333712,1.3333333333333712,-4.0,0.0,-4.0,-6.666666666666629,-5.333333333333371
77,0,10589,10,0,230.16666666666663,652.8333333333334,2.666666666666657,-1.3333333333333712,4.0,-1.3333333333333712,5.333333333333371,-4.0,4.0,-8.0,4.0,-8.0
65,0,2191,35,0,922.7784275503574,209.84925276153345,-0.44830127254613217,0.6065500045519059,-0.23339753034417754,-0.06472974618989724,-0.06561637852973945,-0.5693499078601576,-0.2206717747798166,-4.055853421599437,-1.9450942170240069,-5.015919428200164
51,1,2160,38,0,804.2000856898029,519.2017994858612,0.2744560617245497,3.0511536709616394,-0.016428731874157165,5.021096954268273,0.633247643530467,-6.368466152527844,3.131265202295708,-11.398910785776252,10.24610414976928,21.363374310930226
4,1,2177,25,0,120.0084075173096,750.9005934718101,0.6411868031771917,-0.595319638138676,1.6005569340041603,-0.44824931931134415,4.269582651996799,-1.3233132970422048,13.377968808765203,-2.092106592971504,22.729984894073326,5.4219227538513906
65,1,2130,35,0,922.3301262778112,210.45580276608536,0.21490374220195463,-0.6712797507418031,0.7180830885799878,-0.44547218757296037,0.8471871550245851,-1.4832654526525175,-1.0295043013080658,-4.3901496907570845,-5.860651308336287,-4.731749042031623
52,1,10627,17,0,583.5,410.1666666666667,0.0,1.3333333333333144,-1.3333333333333712,2.6666666666666288,-0.31120491174215204,23.974545919672494,2.6666666666666288,22.66666666666663,-0.9002704530088295,45.922582826233906
63,1,2132,1,0,885.5579761068166,245.98875614898105,0.2089549487051272,-0.06868293360579969,0.6381872595200093,-0.9281125846246141,-0.7098826258817326,-0.7144634060536248,-1.3981641209176132,-4.153268487406422,-2.235917283287108,-5.471109090157455
5,1,2181,28,0,214.01291512915128,762.4045202952029,-0.7208530066318701,0.8280077462120516,-3.144982639699805,1.0895725318013092,-4.511347731032089,3.222438952445941,-8.97629959228837,6.899784504401282,0.0,0.0
6,1,10629,11,0,600.8333333333334,394.1666666666667,1.3333333333332575,1.3333333333333144,-1.3333333333333712,4.0,3.1953993500940214,2.778433384641687,1.9128874637349327,4.286379599938925,-4.424387646432365,8.29978700745471
78,1,10631,4,0,211.5,644.8333333333334,0.0,-1.3333333333333712,-2.666666666666714,-4.0,1.333333333333286,-1.3333333333333712,0.0,-6.6666666666667425,-6.666666666666714,-5.333333333333371
7,1,2135,5,0,94.10701956271576,265.20560030686613,0.6319232636056995,-0.040551763176836175,1.2737798662635385,-1.5746224339182504,3.67282901037683,-2.959531582346642,4.885898702259155,-9.210026391256804,2.5133586478402776,-12.509297738421338
8,1,2152,14,0,563.1938232161874,401.482428115016,-2.6299066250722944,3.762358829680295,-5.054993054101487,10.012286472721883,-6.048741829067808,23.1714996981475,-11.9593270921564,41.12932899092715,-14.702852561559894,44.56102560958897
77,1,10633,10,0,232.8333333333333,651.5,1.3333333333333428,0.0,1.3333333333333428,-4.0,4.0,-2.6666666666666288,5.333333333333343,-5.333333333333371,-1.333333333333286,-5.333333333333371
0,1,2137,18,0,822.1338873499539,283.9501385041551,-0.7347436772611218,0.4123733892797077,0.20889016978605923,-0.5047135157668095,-0.5086579921556904,-1.4969274949808096,-2.2152374148607805,-3.8315751116843444,-4.517815921382407,-3.5636057660598794
65,2,2112,35,0,922.5450300200132,209.78452301534355,0.5031793463780332,0.22580756316884276,0.1677811518144381,-0.5046201616702604,-0.6646881396711706,-1.9711327019532519,-0.1193856049437727,-5.8169090034466535,-5.711696686679829,-3.6178563486769235
77,2,10657,10,0,234.16666666666663,651.5,0.0,-4.0,1.3333333333333712,-2.6666666666666288,4.0,-5.333333333333371,-2.6666666666666288,-6.666666666666629,-1.3333333333333428,-5.333333333333371
63,2,2115,1,0,885.7669310555217,245.92007321537525,0.4292323108148821,-0.8594296510188144,-1.422977869565898,-0.1508924611490272,-0.0705573616064612,-2.6244370752400243,-1.470678824706738,-4.275218961954664,0.3997356111449335,-9.086739882041968
7,2,2117,5,0,94.73894282632146,265.1650485436893,0.641856602657839,-1.5340706707414142,1.712296311110137,-2.6549101465216154,3.129176102144811,-3.723482455964813,4.066248274648302,-9.493057670899788,1.7068266228551323,-12.789409702122015
51,2,2133,38,0,804.4745417515275,522.2529531568229,-0.2908847935987069,1.969943283306634,3.025458248472546,-6.752953156822855,2.2364523235219167,-10.10548771903484,2.8424459892781897,-14.294109023723024,11.30487543770164,17.778400587183
4,2,2214,25,0,120.6495943204868,750.3052738336714,0.9593701308269686,0.1470703188273319,3.2539232674529046,0.787690990449164,5.650405679513199,-0.8240910379724937,14.004584353864786,-0.005562018109458222,23.55336335416898,4.607525758373413
0,2,2121,18,0,821.3991436726927,284.3625118934348,0.943633847047181,-0.9170869050465171,0.736053394218402,-1.635197502967344,0.6394733008141884,-2.909885041167229,-0.47076776028393397,-5.37711043358081,-4.860146968188928,-4.1622189604432265
5,2,2218,28,0,213.2920621225194,763.232528041415,-2.4241296330679347,0.26156478558925755,-2.4293502581126063,1.2856922975680618,-5.743330480329803,3.280155536689108,-8.36889064126558,4.460772511750406,0.0,0.0
6,2,10651,11,0,602.1666666666666,395.5,-2.6666666666666288,2.6666666666666856,0.1183689627870308,0.7180522565320757,1.0139628732849815,1.6414043583534976,0.13473520249226567,2.763551401869222,-9.333333333333258,2.6666666666666856
52,2,10653,17,0,583.5,411.5,-1.3333333333333712,1.3333333333333144,-0.247490347490384,22.225868725868793,1.713315217391255,28.328804347826065,2.8470263641937663,38.60852237890862,2.6666666666666288,29.333333333333314
8,2,2127,14,0,560.5639165911151,405.2447869446963,-2.425086429029193,6.2499276430415875,-5.272944768228399,15.347507477385307,-5.6639828601674935,28.227048708053815,-10.519913752222237,44.23995400633282,-10.494829349561883,36.52777987325635
78,2,10655,4,0,211.5,643.5,-2.666666666666714,-2.6666666666666288,0.0,-2.6666666666666288,1.333333333333286,-2.6666666666666288,-1.3333333333333712,-5.333333333333371,-5.333333333333371,-2.6666666666666288
51,3,2195,38,0,804.1836569579287,524.2228964401295,3.316343042071253,-8.722896440129489,0.6496763754046242,-11.389563106796118,2.22077290261268,-10.20813023832477,1.9830097087378817,-8.722896440129489,11.285816726281723,11.798156191449493
7,3,2165,5,0,95.3807994289793,263.6309778729479,1.070439708452298,-1.1208394757802012,2.3990491441132917,-1.3849091484283917,2.6097888063148247,-4.567448461183176,4.056752726792624,-8.52889164207167,1.304319618639738,-12.203596920566923
4,3,2216,25,0,121.60896445131377,750.4523441524988,2.294553136625936,0.6406206716218321,2.669025717992639,-0.8750639777308606,6.175541822554209,-1.0360866511348377,15.283816865034424,1.8279106245712455,22.89946547492437,5.141965647290476
6,3,10680,11,0,599.5,398.1666666666667,2.7850356294536596,-1.94861441013461,4.528732683427393,-1.221566615358313,2.8529137529137643,-0.7475524475524935,2.439557961208834,0.8216057735678532,-2.4366557987890474,4.90878745536412
52,3,10682,17,0,582.1666666666666,412.8333333333333,1.0858429858429872,20.89253539253548,1.0221284215912192,21.307879253005865,3.4365189289012505,29.403508771929864,3.263837638376458,39.70233702337026,0.05146903403090164,42.32519551891778
65,3,2156,35,0,923.0482093663912,210.0103305785124,-0.3353981945635951,-0.7304277248391031,0.12910406644459727,-1.0377932650795572,-0.7939835381288276,-2.5552933912236995,-0.903333041302858,-6.1947828753322085,-4.881542699724605,-10.510330578512395
77,3,10684,10,0,234.16666666666663,647.5,1.3333333333333712,1.3333333333333712,2.666666666666657,1.3333333333333712,-1.3333333333333428,0.0,0.0,-1.3333333333333712,-1.3333333333333428,-1.3333333333333712
8,3,2189,14,0,558.1388301620859,411.49471458773786,-2.847858339199206,9.097579834343719,-0.9937487749663205,13.159213225425617,-3.680660227445401,26.20789979134713,-8.784390569655102,39.299317435551814,-7.628825031249562,27.416521943816804
63,3,2158,1,0,886.1961633663366,245.06064356435644,-1.85221018038078,0.7085371898697872,-1.3480698854017419,0.2136491785709893,-1.296962382931497,-2.122721007503344,-0.04599075413864284,-4.2907931615946495,1.3038366336634226,-8.227310231023154
5,3,2222,28,0,210.86793248945148,763.4940928270042,-0.0052206250446715785,1.0241275119788043,-1.366365091332284,2.132866420644632,-4.396647165841642,4.209188850297551,-3.2038699894514764,1.5336849507735906,0.0,0.0
0,3,2174,18,0,822.3427775197399,283.4454249883883,-0.20758045282877902,-0.7181105979208269,-0.7175481619417496,-0.9922139792140001,-0.8785394033471903,-2.394780830236357,-1.418104538233365,-4.422871988839347,-2.5840122758374946,-6.150836573754191
78,3,10686,4,0,208.8333333333333,640.8333333333334,2.666666666666714,0.0,4.0,2.6666666666666288,1.3333333333333428,1.3333333333332575,-1.333333333333286,0.0,-2.666666666666657,0.0
52,4,2113,17,0,583.2525096525096,433.7258687258688,-0.06371456425176802,0.4153438604703865,1.960805564881639,6.102935621957272,5.580823680823755,-3.559202059202107,1.2569111430242401,18.20016058327286,-1.2958816745010608,22.38592113363029
63,4,2097,1,0,884.3439531859558,245.76918075422623,0.5041402949790381,-0.4948880112987979,1.3524205079594367,-2.473544614090997,0.7455548164152788,-3.309192609590781,-0.6249294062311037,-3.938141955728099,0.48938014737757385,-11.602514087559598
7,4,2099,5,0,96.4512391374316,262.5101383971677,1.3286094356609937,-0.2640696726481906,1.416879791034674,-1.0685723094431978,2.8901155862760817,-4.646204944998942,2.365526651296804,-6.782299258113596,-0.09488715607962206,-11.792481054510347
77,4,10772,10,0,235.5,648.8333333333334,1.333333333333286,0.0,2.6666666666666288,-2.6666666666667425,-1.3333333333333712,-4.0,-4.0,-1.3333333333333712,-2.666666666666714,-2.6666666666667425
0,4,2101,18,0,822.1351970669111,282.7273143904675,-0.5099677091129706,-0.27410338129317324,-0.09658009340421359,-1.2746875381998848,-0.7524051441719166,-2.3023802377018683,-4.026666661505715,-2.7695441201972244,-4.6975093792234475,-4.3098969730500585
78,4,10839,4,0,211.5,640.8333333333334,1.333333333333286,2.6666666666666288,1.333333333333286,0.0,-1.3333333333333712,0.0,-4.0,-1.3333333333333712,-6.666666666666714,-1.3333333333333712
4,4,2122,25,0,123.9035175879397,751.0929648241206,0.37447258136670314,-1.5156846493526928,2.396482412060294,-1.6117820284216577,6.493565979082163,-2.1047427265322085,13.163518423140616,2.089306644023395,23.613519449097325,4.8181462869905545
51,4,10698,38,0,807.5,515.5,-2.6666666666666288,-2.6666666666666288,-0.7890059249506294,-3.3525345622119858,1.3479999999999563,15.841999999999985,3.323966942148786,21.982231404958725,8.276954427565784,25.495553908855186
6,4,2108,11,0,602.2850356294537,396.2180522565321,1.743697053973733,0.727047794776297,0.8955939104979507,0.9233521018214219,0.42648552266155093,2.1820377524688297,-2.1237016952491103,4.076675098132171,-6.531350417851172,6.27315078673945
5,4,2125,28,0,210.8627118644068,764.518220338983,-1.3611444662876124,1.1087389086658277,-3.3139802222171966,1.9944632391210462,-5.397551789077198,4.198352165725055,-4.987337986041894,0.3142821535393523,0.0,0.0
65,4,2095,35,0,922.7128111718276,209.2799028536733,0.46450226100819236,-0.30736554024045404,-0.8324692914856087,-1.4665125402829915,-0.15505539625007714,-3.4865035137392795,-3.2540766463804403,-3.147165577194613,-3.2128111718276386,-12.446569520340006
8,4,2111,14,0,555.2909718228867,420.5922944220816,1.8541095642328855,4.061633391081898,-0.39103809193909456,12.879541230668508,-2.4024036935564936,21.681955000551227,-5.451119424362787,33.22763177718042,-6.019839446491233,16.132320144638243
6,5,2146,11,0,604.0287326834274,396.9451000513084,-0.8481031434757824,0.19630430704512492,-1.6758189305136284,0.4740141678058194,-1.2825118863590887,1.5079462152972383,-6.068189620211456,4.12744980019778,-8.114847826146274,6.1840726627700064
