spot_id,track_id_unique,track_id_parent
6877,4,0
6759,4,0
6906,4,0
7015,4,0
6820,4,0
6895,4,0
7002,4,0
7180,4,0
6973,4,0
7041,4,0
7132,4,0
7129,4,0
7235,4,0
7090,4,0
7149,4,0
7205,4,0
7268,4,0
7293,4,0
7326,4,0
7563,4,0
7354,4,0
7391,4,0
7415,4,0
7493,4,0
7443,4,0
7482,4,0
7751,4,0
7581,4,0
7700,4,0
7668,4,0
7538,4,0
7798,4,0
7658,4,0
7697,4,0
7745,4,0
7807,4,0
7884,4,0
7844,4,0
7898,4,0
8108,4,0
7928,4,0
7956,4,0
8241,4,0
8066,4,0
7980,4,0
8100,4,0
8051,4,0
8004,4,0
8203,4,0
8168,4,0
8179,4,0
8398,4,0
8239,4,0
8255,4,0
8284,4,0
8341,4,0
8317,4,0
8356,4,0
8560,4,0
8425,4,0
8397,4,0
8593,4,0
8438,4,0
8581,4,0
8481,4,0
8493,4,0
8530,4,0
8661,4,0
8613,4,0
8865,4,0
8636,4,0
8731,4,0
8684,4,0
8930,4,0
8719,4,0
8818,4,0
8803,4,0
9065,4,0
8810,4,0
8867,4,0
8851,4,0
8914,4,0
8953,4,0
9007,4,0
9253,4,0
9031,4,0
9155,4,0
9052,4,0
9068,4,0
9114,4,0
9122,4,0
9179,4,0
9248,4,0
9204,4,0
9401,4,0
9315,4,0
9286,4,0
9552,4,0
9614,4,0
9330,4,0
9358,4,0
9381,4,0
9466,4,0
9425,4,0
9533,4,0
9538,4,0
9539,4,0
9599,4,0
9613,4,0
9665,4,0
9678,4,0
9892,4,0
9707,4,0
10013,4,0
9774,4,0
9953,4,0
9750,4,0
9790,4,0
9984,4,0
9803,4,0
9912,4,0
9856,4,0
9885,4,0
9990,4,0
10040,4,0
10307,4,0
10126,4,0
10064,4,0
10163,4,0
10087,4,0
10277,4,0
10139,4,0
10196,4,0
10235,4,0
10216,4,0
10250,4,0
10291,4,0
10474,4,0
10338,4,0
10395,4,0
10441,4,0
10438,4,0
10361,4,0
10508,4,0
10503,4,0
10452,4,0
2203,5,0
2135,5,0
2117,5,0
2165,5,0
2099,5,0
2142,5,0
2208,5,0
2179,5,0
2068,5,0
2074,5,0
2164,5,0
2089,5,0
2248,5,0
2263,5,0
2261,5,0
2269,5,0
2297,5,0
2327,5,0
2286,5,0
2316,5,0
2360,5,0
2320,5,0
2304,5,0
2298,5,0
2335,5,0
2389,5,0
2390,5,0
2384,5,0
2413,5,0
2429,5,0
2442,5,0
2564,5,0
2485,5,0
2443,5,0
2522,5,0
2502,5,0
2543,5,0
2463,5,0
2467,5,0
2531,5,0
2527,5,0
2484,5,0
2514,5,0
2621,5,0
2569,5,0
2584,5,0
2598,5,0
2613,5,0
2593,5,0
2636,5,0
2633,5,0
2654,5,0
2713,5,0
2737,5,0
2676,5,0
2665,5,0
2728,5,0
2788,5,0
2747,5,0
2699,5,0
2687,5,0
2710,5,0
2789,5,0
2765,5,0
2744,5,0
2800,5,0
2867,5,0
2820,5,0
2916,5,0
2893,5,0
2831,5,0
2849,5,0
2842,5,0
2944,5,0
2939,5,0
2881,5,0
2875,5,0
3002,5,0
2921,5,0
2963,5,0
2978,5,0
2991,5,0
3111,5,0
3006,5,0
3028,5,0
3097,5,0
3177,5,0
3036,5,0
3092,5,0
3055,5,0
3063,5,0
3140,5,0
3083,5,0
3183,5,0
3113,5,0
3150,5,0
3144,5,0
3295,5,0
3210,5,0
3288,5,0
3224,5,0
3373,5,0
3347,5,0
3393,5,0
3237,5,0
3253,5,0
3400,5,0
3270,5,0
3456,5,0
3294,5,0
3329,5,0
3358,5,0
3397,5,0
3420,5,0
3531,5,0
3562,5,0
3492,5,0
3473,5,0
3571,5,0
3494,5,0
3592,5,0
3636,5,0
3519,5,0
3529,5,0
3715,5,0
3737,5,0
3726,5,0
3624,5,0
3603,5,0
3674,5,0
3653,5,0
3649,5,0
3697,5,0
3836,5,0
3786,5,0
3774,5,0
3813,5,0
3952,5,0
3866,5,0
3811,5,0
3841,5,0
3845,5,0
3922,5,0
3972,5,0
4025,5,0
3907,5,0
3918,5,0
3979,5,0
4121,5,0
4027,5,0
4003,5,0
4021,5,0
4134,5,0
4072,5,0
4087,5,0
4105,5,0
4261,5,0
4145,5,0
4278,5,0
4169,5,0
4182,5,0
4344,5,0
4200,5,0
4218,5,0
4234,5,0
4244,5,0
4358,5,0
4286,5,0
4410,5,0
4310,5,0
4331,5,0
4348,5,0
4373,5,0
4445,5,0
4447,5,0
4414,5,0
4495,5,0
4491,5,0
4529,5,0
4586,5,0
4537,5,0
4546,5,0
4478,5,0
4603,5,0
4659,5,0
4732,5,0
4625,5,0
4624,5,0
4680,5,0
4683,5,0
4762,5,0
4751,5,0
4714,5,0
4844,5,0
4837,5,0
4790,5,0
4792,5,0
4831,5,0
4918,5,0
4811,5,0
4895,5,0
4872,5,0
5025,5,0
4938,5,0
4954,5,0
4983,5,0
4989,5,0
5053,5,0
5114,5,0
5074,5,0
5014,5,0
5176,5,0
5054,5,0
5118,5,0
5151,5,0
5090,5,0
5346,5,0
5183,5,0
5211,5,0
5221,5,0
5269,5,0
5394,5,0
5253,5,0
5427,5,0
5270,5,0
5315,5,0
5335,5,0
5356,5,0
5553,5,0
5412,5,0
5404,5,0
5465,5,0
5475,5,0
5525,5,0
5513,5,0
5575,5,0
5550,5,0
5653,5,0
5611,5,0
5638,5,0
5807,5,0
5749,5,0
5639,5,0
5710,5,0
5709,5,0
5706,5,0
5740,5,0
5895,5,0
5947,5,0
5822,5,0
5838,5,0
5857,5,0
6077,5,0
5917,5,0
143306,6,5
6039,6,5
14197,6,5
14207,6,5
14214,6,5
14236,6,5
6064,6,5
6085,6,5
14248,6,5
14263,6,5
14273,6,5
6210,6,5
6253,6,5
6384,6,5
6323,6,5
6492,6,5
6307,6,5
6370,6,5
6551,6,5
6379,6,5
6399,6,5
6497,6,5
6430,6,5
6540,6,5
6574,6,5
6606,6,5
6870,6,5
6793,6,5
6642,6,5
6683,6,5
14590,6,5
6721,6,5
6773,6,5
6823,6,5
6747,6,5
6810,6,5
6972,6,5
6790,6,5
6848,6,5
6975,6,5
7068,6,5
6958,6,5
7029,6,5
7085,6,5
7084,6,5
7217,6,5
7069,6,5
7107,6,5
7170,6,5
15087,6,5
7261,6,5
7296,6,5
7526,6,5
7345,6,5
7372,6,5
7386,6,5
7467,6,5
7425,6,5
7469,6,5
7669,6,5
7539,6,5
15307,6,5
15330,6,5
15352,6,5
7773,6,5
7622,6,5
7652,6,5
7698,6,5
7785,6,5
15683,6,5
15732,6,5
7859,6,5
8081,6,5
7905,6,5
7932,6,5
8177,6,5
8035,6,5
7960,6,5
8045,6,5
8023,6,5
15907,6,5
8140,6,5
8136,6,5
8149,6,5
8364,6,5
8210,6,5
8229,6,5
8276,6,5
8312,6,5
8302,6,5
8342,6,5
8526,6,5
8403,6,5
8387,6,5
8557,6,5
8429,6,5
8550,6,5
8458,6,5
8476,6,5
8512,6,5
8654,6,5
8583,6,5
8777,6,5
8614,6,5
8715,6,5
8677,6,5
8910,6,5
8707,6,5
8770,6,5
8756,6,5
8989,6,5
8764,6,5
8828,6,5
8804,6,5
8902,6,5
8942,6,5
8975,6,5
9221,6,5
9002,6,5
9148,6,5
9020,6,5
9034,6,5
9080,6,5
9100,6,5
9172,6,5
9236,6,5
9197,6,5
9394,6,5
9291,6,5
9256,6,5
9454,6,5
9531,6,5
9304,6,5
9336,6,5
9363,6,5
9441,6,5
9417,6,5
9498,6,5
9504,6,5
9502,6,5
9577,6,5
9592,6,5
9647,6,5
9661,6,5
9866,6,5
9699,6,5
10005,6,5
9749,6,5
9928,6,5
9730,6,5
17970,6,5
138479,6,5
18033,6,5
9878,6,5
9830,6,5
9850,6,5
9954,6,5
10032,6,5
10292,6,5
10109,6,5
10056,6,5
10141,6,5
10080,6,5
138503,6,5
138534,6,5
138543,6,5
138552,6,5
18664,6,5
18681,6,5
18795,6,5
10428,6,5
10323,6,5
18875,6,5
10396,6,5
18902,6,5
18911,6,5
18926,6,5
18948,6,5
18968,6,5
143379,7,5
6036,8,7
5931,8,7
14205,8,7
14216,8,7
14234,8,7
6060,8,7
6080,8,7
14246,8,7
14261,8,7
14271,8,7
14304,8,7
14313,8,7
14321,8,7
14333,8,7
14345,8,7
14365,8,7
14442,8,7
14447,8,7
14457,8,7
14467,8,7
14476,8,7
14485,8,7
14494,8,7
14499,8,7
19200,8,7
14522,8,7
14534,8,7
14545,8,7
14555,8,7
14573,8,7
14617,8,7
14636,8,7
14645,8,7
14660,8,7
14671,8,7
14681,8,7
14697,8,7
14735,8,7
14762,8,7
14796,8,7
14822,8,7
14846,8,7
14910,8,7
14954,8,7
14985,8,7
15010,8,7
15050,8,7
15076,8,7
15085,8,7
15106,8,7
15122,8,7
15134,8,7
15150,8,7
15166,8,7
15174,8,7
15192,8,7
15219,8,7
15241,8,7
15258,8,7
15266,8,7
15310,8,7
15334,8,7
15358,8,7
15374,8,7
15576,8,7
15594,8,7
15616,8,7
15660,8,7
15678,8,7
15730,8,7
15749,8,7
15772,8,7
15789,8,7
15800,8,7
15831,8,7
15855,8,7
15872,8,7
15882,8,7
15894,8,7
15909,8,7
15943,8,7
15950,8,7
15964,8,7
15984,8,7
16001,8,7
16019,8,7
16030,8,7
16039,8,7
16055,8,7
16068,8,7
16081,8,7
16166,8,7
16182,8,7
16194,8,7
16207,8,7
16223,8,7
16231,8,7
16255,8,7
16273,8,7
16283,8,7
16310,8,7
16320,8,7
16491,8,7
16501,8,7
16550,8,7
19206,8,7
16572,8,7
16614,8,7
16648,8,7
16661,8,7
16702,8,7
16722,8,7
16741,8,7
16758,8,7
16774,8,7
16793,8,7
16812,8,7
16831,8,7
17063,8,7
16842,8,7
16863,8,7
16870,8,7
17023,8,7
17040,8,7
17052,8,7
17076,8,7
17091,8,7
17171,8,7
17181,8,7
17197,8,7
17311,8,7
17447,8,7
17459,8,7
17472,8,7
17486,8,7
17575,8,7
17667,8,7
17690,8,7
17765,8,7
17814,8,7
17831,8,7
17849,8,7
17862,8,7
17879,8,7
17894,8,7
17911,8,7
17920,8,7
17938,8,7
17950,8,7
138421,8,7
17994,8,7
18031,8,7
18059,8,7
19220,8,7
18080,8,7
138494,8,7
18105,8,7
18122,8,7
18144,8,7
18162,8,7
18184,8,7
18276,8,7
138506,8,7
138513,8,7
138540,8,7
138549,8,7
18662,8,7
138530,8,7
18793,8,7
18845,8,7
138524,8,7
18873,8,7
18887,8,7
18900,8,7
18909,8,7
18924,8,7
18946,8,7
18966,8,7
6037,9,7
5932,9,7
14203,9,7
14218,9,7
14232,9,7
6062,9,7
6082,9,7
14244,9,7
14259,9,7
14269,9,7
14295,9,7
14311,9,7
14319,9,7
14331,9,7
14343,9,7
14363,9,7
14440,9,7
14445,9,7
14455,9,7
14465,9,7
14474,9,7
14479,9,7
14489,9,7
14497,9,7
19198,9,7
14520,9,7
14532,9,7
14543,9,7
14553,9,7
14592,9,7
14613,9,7
14634,9,7
14643,9,7
14658,9,7
14669,9,7
14679,9,7
14695,9,7
14730,9,7
14760,9,7
14794,9,7
14819,9,7
14844,9,7
14908,9,7
14952,9,7
14983,9,7
15005,9,7
15041,9,7
15073,9,7
15083,9,7
15104,9,7
15118,9,7
15131,9,7
15148,9,7
15164,9,7
15171,9,7
15190,9,7
15217,9,7
15237,9,7
15256,9,7
15263,9,7
15305,9,7
15332,9,7
15356,9,7
15372,9,7
15572,9,7
15590,9,7
15614,9,7
15658,9,7
15676,9,7
15728,9,7
15747,9,7
15770,9,7
15787,9,7
15798,9,7
15829,9,7
15853,9,7
15870,9,7
15880,9,7
15890,9,7
15905,9,7
15933,9,7
15948,9,7
15962,9,7
15982,9,7
15999,9,7
16016,9,7
16032,9,7
16037,9,7
16057,9,7
16066,9,7
16078,9,7
16164,9,7
16180,9,7
16192,9,7
16205,9,7
16221,9,7
16235,9,7
16252,9,7
16271,9,7
16285,9,7
16312,9,7
16322,9,7
16493,9,7
16503,9,7
16552,9,7
19204,9,7
16570,9,7
16622,9,7
16644,9,7
16663,9,7
16700,9,7
16724,9,7
16743,9,7
16760,9,7
16776,9,7
16795,9,7
16814,9,7
16834,9,7
17065,9,7
16844,9,7
16865,9,7
16868,9,7
17021,9,7
17038,9,7
17046,9,7
17073,9,7
17089,9,7
17169,9,7
17179,9,7
17195,9,7
17309,9,7
17445,9,7
17457,9,7
17470,9,7
17490,9,7
17573,9,7
17665,9,7
17688,9,7
17763,9,7
17812,9,7
17829,9,7
17847,9,7
17860,9,7
17875,9,7
17892,9,7
17909,9,7
17918,9,7
17936,9,7
17948,9,7
17972,9,7
17990,9,7
18029,9,7
18055,9,7
19218,9,7
18078,9,7
138486,9,7
18103,9,7
18120,9,7
18142,9,7
18160,9,7
18181,9,7
18274,9,7
138499,9,7
138515,9,7
138538,9,7
138547,9,7
18660,9,7
138528,9,7
18791,9,7
18843,9,7
138522,9,7
18870,9,7
18885,9,7
18898,9,7
18907,9,7
18922,9,7
18944,9,7
18964,9,7
10589,10,0
10633,10,0
10657,10,0
10684,10,0
10772,10,0
10872,10,0
10905,10,0
10992,10,0
11119,10,0
11130,10,0
11138,10,0
11145,10,0
11151,10,0
141466,10,0
11296,10,0
11304,10,0
11377,10,0
11418,10,0
11468,10,0
11494,10,0
11526,10,0
11546,10,0
2311,10,0
11560,10,0
2350,10,0
11582,10,0
11588,10,0
2419,10,0
2423,10,0
2436,10,0
11624,10,0
11628,10,0
11638,10,0
11658,10,0
11668,10,0
11812,10,0
11892,10,0
11906,10,0
11923,10,0
11940,10,0
11950,10,0
11969,10,0
11993,10,0
11998,10,0
12015,10,0
12116,10,0
12133,10,0
12153,10,0
12185,10,0
10910,10,0
10979,10,0
12199,10,0
12214,10,0
12258,10,0
10585,11,0
10629,11,0
10651,11,0
10680,11,0
2108,11,0
2146,11,0
2236,11,0
2192,11,0
2071,11,0
2080,11,0
2176,11,0
2094,11,0
2250,11,0
2267,11,0
2280,11,0
11314,11,0
2302,11,0
2331,11,0
11473,11,0
2369,11,0
2362,11,0
2323,11,0
2307,11,0
2303,11,0
2341,11,0
2395,11,0
2396,11,0
2388,11,0
2415,11,0
2431,11,0
2447,11,0
2567,11,0
2489,11,0
2446,11,0
2535,11,0
2505,11,0
11882,11,0
11899,11,0
11920,11,0
11930,11,0
11947,11,0
11964,11,0
11979,11,0
12003,11,0
12020,11,0
2587,11,0
12121,11,0
12141,11,0
12161,11,0
2641,11,0
10984,11,0
2657,11,0
2719,11,0
2749,11,0
2679,11,0
2668,11,0
2734,11,0
2794,11,0
2758,11,0
2702,11,0
2690,11,0
2716,11,0
2795,11,0
2774,11,0
2756,11,0
2806,11,0
2872,11,0
2823,11,0
2922,11,0
2902,11,0
2834,11,0
2857,11,0
2847,11,0
2950,11,0
2945,11,0
2891,11,0
2885,11,0
3008,11,0
2924,11,0
2967,11,0
2979,11,0
2992,11,0
3115,11,0
3010,11,0
3030,11,0
3105,11,0
3179,11,0
3043,11,0
3098,11,0
3057,11,0
3069,11,0
3153,11,0
3085,11,0
3190,11,0
3120,11,0
3160,11,0
3157,11,0
3300,11,0
3213,12,11
3307,12,11
3227,12,11
3381,12,11
3350,12,11
3439,12,11
3241,12,11
3259,12,11
3413,12,11
3276,12,11
3462,12,11
3319,12,11
3336,12,11
3365,12,11
3414,12,11
3432,12,11
3542,12,11
3566,12,11
3498,12,11
3478,12,11
3576,12,11
3503,12,11
3597,12,11
3644,12,11
3533,12,11
3546,12,11
3757,12,11
3747,12,11
