FRAME,TRACK_ID,SPOT_SOURCE_ID,SPOT_TARGET_ID
19,6,7273,7670
20,6,7655,8132
20,6,7670,8158
21,6,8132,8473
21,6,8158,8483
22,6,8473,8901
22,6,8483,8906
23,6,8906,9529
23,6,8901,17206
24,6,17206,10001
24,6,9529,10008
0,7,2203,2297
1,7,2297,2485
2,7,2485,2593
3,7,2593,2744
4,7,2744,2978
5,7,2978,3144
6,7,3144,3397
7,7,3397,3603
8,7,3603,4025
9,7,4025,4182
10,7,4182,4495
11,7,4495,4714
12,7,4714,5114
13,7,5114,5270
14,7,5270,5807
15,7,5807,5931
15,7,5807,5932
15,7,5807,14197
16,7,14197,6551
16,7,5932,14445
16,7,5931,14447
17,7,6551,6747
17,7,14445,14658
17,7,14447,14660
18,7,6747,7261
18,7,14658,15104
18,7,14660,15106
19,7,7261,7652
19,7,15104,15590
19,7,15106,15594
20,7,7652,8136
20,7,15590,15948
20,7,15594,15950
21,7,8136,8476
21,7,15948,16252
21,7,15950,16255
22,7,8476,8902
22,7,16255,16758
22,7,16252,16760
23,7,8902,9454
23,7,16760,17195
23,7,16758,17197
24,7,9454,10005
24,7,17195,17909
24,7,17197,17911
0,8,2219,2305
1,8,2305,2490
2,8,2490,2595
3,8,2595,2751
4,8,2751,2980
5,8,2980,3156
6,8,3156,3407
6,8,3156,3411
7,8,3407,3611
7,8,3411,3612
8,8,3611,4035
8,8,3612,4046
9,8,4035,4190
9,8,4046,4192
10,8,4190,4507
10,8,4192,4512
11,8,4507,4720
11,8,4512,4721
12,8,4720,5129
12,8,4721,5137
13,8,5129,5284
13,8,5137,5289
14,8,5284,5814
14,8,5289,5815
15,8,5814,5941
15,8,5815,5951
16,8,5941,6559
16,8,5951,6569
17,8,6559,6751
17,8,6569,6756
18,8,6751,7276
18,8,6756,7286
19,8,7276,7666
19,8,7286,7679
20,8,7666,8154
20,8,7679,8161
21,8,8154,8480
21,8,8161,8484
22,8,8480,8905
22,8,8484,8907
23,8,8905,9525
23,8,8907,9534
24,8,9525,10009
24,8,9534,10010
14,23,5299,5820
15,23,5820,14133
16,23,14133,6614
17,23,6614,139039
17,23,6614,139041
18,23,139041,7319
18,23,139039,7325
15,24,5819,5966
16,24,5966,6599
17,24,6599,6769
16,25,5967,6597
17,25,6597,6763
18,25,6763,7306
16,26,5960,6590
16,26,5960,6591
17,26,6590,6758
17,26,6591,6762
18,26,6762,7304
19,26,7304,7685
20,26,7685,8170
21,26,8170,8495
22,26,8495,8915
23,26,8915,9557
24,26,9557,10012
22,39,8503,8933
23,39,8933,17191
0,51,2225,11327
1,51,11327,2494
2,51,2494,2599
3,51,2599,2763
4,51,2763,2982
5,51,2982,3161
6,51,3161,3419
7,51,3419,3615
8,51,3615,4054
9,51,4054,4195
10,51,4195,4549
11,51,4549,4723
12,51,4723,5141
13,51,5141,5293
14,51,5293,5817
15,51,5817,5956
16,51,5956,6585
17,51,6585,6753
18,51,6753,7283
19,51,7283,7673
20,51,7673,8150
21,51,8150,8471
22,51,8471,8897
23,51,8897,9450
24,51,9450,9992
0,52,10529,2317
1,52,2317,2492
2,52,2492,12156
3,52,12156,2760
4,52,2760,2981
5,52,2981,3159
6,52,3159,3416
7,52,3416,3614
8,52,3614,4049
9,52,4049,4193
10,52,4193,4514
11,52,4514,4722
12,52,4722,5133
13,52,5133,5286
14,52,5286,5813
15,52,5813,5948
16,52,5948,6567
17,52,6567,6755
18,52,6755,7289
19,52,7289,7683
20,52,7683,8163
21,52,8163,8488
22,52,8488,8908
23,52,8908,9540
24,52,9540,10011
0,63,2194,11370
1,63,11370,11641
2,63,11641,12175
3,63,12175,12486
4,63,12486,12624
5,63,12624,3138
6,63,3138,3392
7,63,3392,3601
8,63,3601,4019
9,63,4019,4178
10,63,4178,4487
11,63,4487,4713
12,63,4713,5105
13,63,5105,5263
14,63,5263,5806
15,63,5806,5927
16,63,5927,6528
17,63,6528,14653
17,63,6528,14655
18,63,14653,15099
18,63,14655,15101
19,63,15099,15688
19,63,15101,15690
20,63,15688,15957
20,63,15690,15959
21,63,15957,16258
21,63,15959,16261
22,63,16258,16755
22,63,16261,16763
23,63,16755,17200
23,63,16763,17202
24,63,17200,17901
24,63,17202,17903
0,65,2191,11372
1,65,11372,11643
2,65,11643,12177
3,65,12177,12488
4,65,12488,12627
4,65,12488,12629
5,65,12627,12828
5,65,12629,12830
6,65,12830,3387
6,65,12828,3390
7,65,3387,3598
7,65,3390,3599
8,65,3598,4013
8,65,3599,4016
9,65,4013,4175
9,65,4016,4180
10,65,4175,4486
10,65,4180,4489
11,65,4486,4710
11,65,4489,4711
12,65,4710,5098
12,65,4711,5099
13,65,5098,5257
13,65,5099,5260
14,65,5257,5803
14,65,5260,13949
15,65,5803,5924
15,65,13949,5926
16,65,5924,6524
16,65,5926,6526
17,65,6524,6742
17,65,6526,6744
18,65,6744,7251
18,65,6742,7253
19,65,7251,7634
19,65,7253,7640
20,65,7634,8119
20,65,7640,8141
21,65,8119,8457
21,65,8141,8486
22,65,8457,8894
22,65,8486,8909
23,65,8894,9445
23,65,8909,9517
24,65,9517,9982
24,65,9445,17899
0,77,10589,11377
1,77,11377,11638
0,78,10587,11375
1,78,11375,11636
2,78,11636,12180
3,78,12180,2766
4,78,2766,2985
5,78,2985,3164
6,78,3164,3422
7,78,3422,3616
8,78,3616,4056
9,78,4056,4198
10,78,4198,4555
11,78,4555,4724
12,78,4724,5143
13,78,5143,5297
14,78,5297,5833
15,78,5833,5964
16,78,5964,6588
17,78,6588,6759
18,78,6759,7293
19,78,7293,7697
20,78,7697,8168
21,78,8168,8493
22,78,8493,8914
23,78,8914,9552
24,78,9552,10013
23,85,8928,9565
